"{""chat"": [{""sex"": ""2"", ""content"": ""怎么称呼""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谁啊""}, {""sex"": ""1"", ""content"": ""我也在想这个问题，我不知道你是谁，但你是怎么出现在我好友栏里的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好开心哦""}, {""sex"": ""1"", ""content"": ""是啊，只要跟你聊天我就觉得很开心""}, {""sex"": ""1"", ""content"": ""开开心心没有烦恼不是挺好的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就爱听你说话""}, {""sex"": ""1"", ""content"": ""你是爱听我说夸你的吧。""}, {""sex"": ""1"", ""content"": ""你就爱听我爱你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡的太香了""}, {""sex"": ""1"", ""content"": ""是不是因为我在梦里你就能睡得那么好。""}, {""sex"": ""1"", ""content"": ""睡觉这么好的事情，还是有你最好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""盲目""}, {""sex"": ""1"", ""content"": ""不要盲目，你要看得清自己的内心""}, {""sex"": ""1"", ""content"": ""你要做个有主见的人，不可以盲目跟风""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没有我电话啊伤心""}, {""sex"": ""1"", ""content"": ""这还不是因为你自己没有给我吗！""}, {""sex"": ""1"", ""content"": ""现在给我你的电话就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你长得怎样""}, {""sex"": ""1"", ""content"": ""一般吧，跟金城武吴彦祖比的话""}, {""sex"": ""1"", ""content"": ""照镜子觉得还行，跟你一比就是帅气""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得不行""}, {""sex"": ""1"", ""content"": ""没有的事，明明是个仙女怎么会长得不行呢""}, {""sex"": ""1"", ""content"": ""不要这么谦虚，你长得比大部分人都好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家干啥呢""}, {""sex"": ""1"", ""content"": ""躺在床上然后跟我的仙女聊天。""}, {""sex"": ""1"", ""content"": ""我在努力的和你聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""化完了""}, {""sex"": ""1"", ""content"": ""其实你不化也很好看呀。""}, {""sex"": ""1"", ""content"": ""女孩子要化妆又要卸妆，实在是有点麻烦呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小矮子""}, {""sex"": ""1"", ""content"": ""哪里矮了，志比天高行不。""}, {""sex"": ""1"", ""content"": ""这还不是为了完美承托你的美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是你有点矮""}, {""sex"": ""1"", ""content"": ""这不是矮，这是浓缩是精华！""}, {""sex"": ""1"", ""content"": ""还不是为了凸显你高！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""粉色衣服""}, {""sex"": ""1"", ""content"": ""本来就很可爱了，穿了粉色的衣服肯定更可爱。""}, {""sex"": ""1"", ""content"": ""粉色的衣服穿在你身上肯定很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是心烦""}, {""sex"": ""1"", ""content"": ""心烦的时候我陪你走走吧。""}, {""sex"": ""1"", ""content"": ""心烦的时候听听歌，会好起来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情好烦啊""}, {""sex"": ""1"", ""content"": ""跟我多聊会儿天就不烦了。""}, {""sex"": ""1"", ""content"": ""小仙女在烦什么？说出来可能会舒服点哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你本身就坏咯""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱""}, {""sex"": ""1"", ""content"": ""坏坏的男生比较受女生喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你跟猪有什么区别""}, {""sex"": ""1"", ""content"": ""难道你想被猪喜欢上吗？""}, {""sex"": ""1"", ""content"": ""我能在你心上，而他只能在你的胃里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没才华""}, {""sex"": ""1"", ""content"": ""你已经有美貌了还想要才华，太贪心了吧。""}, {""sex"": ""1"", ""content"": ""难道长得好看还不算是你的才华吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要来一段华丽的自我介绍吗""}, {""sex"": ""1"", ""content"": ""记住我的名字哪怕我们之间没有故事""}, {""sex"": ""1"", ""content"": ""希望你听到我的名字能眉开眼笑 见到我的时候不管不顾给个拥抱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有几分钟""}, {""sex"": ""1"", ""content"": ""那我们就等着这几分种好了。""}, {""sex"": ""1"", ""content"": ""几分钟也不能浪费知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备下班吃饭""}, {""sex"": ""1"", ""content"": ""终于可以吃饭了，肚子是不是早就开始咕咕叫了。""}, {""sex"": ""1"", ""content"": ""每天最幸福的事就是下班吃饭的时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认为呢？""}, {""sex"": ""1"", ""content"": ""我当然是认为女朋友说的对了。""}, {""sex"": ""1"", ""content"": ""我觉得挺好的，你做我女朋友会更好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小脾气""}, {""sex"": ""1"", ""content"": ""女孩子多少都有点可爱的小脾气。""}, {""sex"": ""1"", ""content"": ""别担心，我会包容你所有的小脾气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那种喜欢""}, {""sex"": ""1"", ""content"": ""男人对女人的那种喜欢""}, {""sex"": ""1"", ""content"": ""还能是哪种喜欢呀，当然是心思不单纯的那种了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你等不了""}, {""sex"": ""1"", ""content"": ""怎么会，等你多久我都有耐心""}, {""sex"": ""1"", ""content"": ""别的确实等不了，但是等你我可以""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你眼睛真大""}, {""sex"": ""1"", ""content"": ""这样才能好好看清楚你的美呀。""}, {""sex"": ""1"", ""content"": ""眼睛再大也只能看到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没反应""}, {""sex"": ""1"", ""content"": ""怎么会没反应，是不是出故障了？""}, {""sex"": ""1"", ""content"": ""你亲一口可能就有反应了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚才手机没电了""}, {""sex"": ""1"", ""content"": ""现在手机有电了，那我们可以继续了""}, {""sex"": ""1"", ""content"": ""那以后多约会吧，光看手机多费电""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好亲爱的么么哒""}, {""sex"": ""1"", ""content"": ""我一直在等你的早安吻呢！""}, {""sex"": ""1"", ""content"": ""听说早上一个么么哒，有助于早起呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉早上没胃口""}, {""sex"": ""1"", ""content"": ""没有胃口你也得吃点东西知道不！""}, {""sex"": ""1"", ""content"": ""没胃口不代表你不吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做你自己就好""}, {""sex"": ""1"", ""content"": ""做一个喜欢你的自己！""}, {""sex"": ""1"", ""content"": ""我本就是自己，何来做自己一说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""春天了""}, {""sex"": ""1"", ""content"": ""春天都到了离春暖花开难道还远吗？""}, {""sex"": ""1"", ""content"": ""不，是我们的春天到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做情侣""}, {""sex"": ""1"", ""content"": ""那你是不是应该先叫我一声亲爱的来听听。""}, {""sex"": ""1"", ""content"": ""干脆直接做夫妻好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""妖精会吃人""}, {""sex"": ""1"", ""content"": ""那你是妖精嘛？""}, {""sex"": ""1"", ""content"": ""你就是个吃货！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想爸妈""}, {""sex"": ""1"", ""content"": ""爸妈肯定也在想你。""}, {""sex"": ""1"", ""content"": ""想爸妈的话就给他们打电话吧，他们肯定也想你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不知道我知道啥""}, {""sex"": ""1"", ""content"": ""你要知道的是我喜欢你啦。""}, {""sex"": ""1"", ""content"": ""那我亲你一口，你是不是就能知道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得很好啊""}, {""sex"": ""1"", ""content"": ""那就好，睡得好皮肤才会好呀。""}, {""sex"": ""1"", ""content"": ""你要是睡在我身边会更好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七夕怎么过""}, {""sex"": ""1"", ""content"": ""和你一起过啊，还能怎么过""}, {""sex"": ""1"", ""content"": ""作为我的小情人，七夕必须有你""}, {""sex"": ""1"", ""content"": ""让我们一起略过""}, {""sex"": ""1"", ""content"": ""烛光晚餐，柔软大床，你还想怎么过？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我腿胖""}, {""sex"": ""1"", ""content"": ""不胖啊，你这样不是蛮可爱的吗。""}, {""sex"": ""1"", ""content"": ""你看起来也不像是腿胖的人呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""破坏形象""}, {""sex"": ""1"", ""content"": ""你在我心里的女神形象已经崩塌了。""}, {""sex"": ""1"", ""content"": ""管他什么形象不形象的，做最真实的自己就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哭了，眼睛疼""}, {""sex"": ""1"", ""content"": ""不哭不哭，我给你买糖吃。""}, {""sex"": ""1"", ""content"": ""谁惹你哭了，找打他！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不吃夜宵怕胖""}, {""sex"": ""1"", ""content"": ""怕什么啊，胖了我一样喜欢。""}, {""sex"": ""1"", ""content"": ""吃货你还在意胖吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胖了就胖了""}, {""sex"": ""1"", ""content"": ""反正可以减肥不是非常好吗。""}, {""sex"": ""1"", ""content"": ""你这么可爱怎么是胖呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也单身？""}, {""sex"": ""1"", ""content"": ""我不像是单身的人吗？""}, {""sex"": ""1"", ""content"": ""毕竟这么单身也没办法啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""花落谁家""}, {""sex"": ""1"", ""content"": ""当当当当，当然是花落我家。""}, {""sex"": ""1"", ""content"": ""没有悬念，肯定是咱们家的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一枝花""}, {""sex"": ""1"", ""content"": ""想把你这枝花采回家""}, {""sex"": ""1"", ""content"": ""一枝花肯定比不上一束花的美""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还以为你睡着了呢""}, {""sex"": ""1"", ""content"": ""你都还没和我说晚安，我怎么舍得那么早睡觉啊。""}, {""sex"": ""1"", ""content"": ""你都还没睡，我怎么敢一个人睡啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就不要看""}, {""sex"": ""1"", ""content"": ""不看了不看了，让我的眼睛少收到点伤害""}, {""sex"": ""1"", ""content"": ""我也不想看啊，可是我忍不住啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没心情了""}, {""sex"": ""1"", ""content"": ""那有心情和我出去走走吗。""}, {""sex"": ""1"", ""content"": ""没关系，我等你有心情了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦里等我""}, {""sex"": ""1"", ""content"": ""梦里结婚要带户口本的。""}, {""sex"": ""1"", ""content"": ""那这个梦肯定是非常甜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像一个傻子""}, {""sex"": ""1"", ""content"": ""而且还是个喜欢你的傻子！""}, {""sex"": ""1"", ""content"": ""傻傻的喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来的早""}, {""sex"": ""1"", ""content"": ""这么早起，仙女是出门喝露水了吗？""}, {""sex"": ""1"", ""content"": ""看来梦里有我陪伴睡得格外的充实啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干了这杯酒""}, {""sex"": ""1"", ""content"": ""怕你喝醉了，我替你干。""}, {""sex"": ""1"", ""content"": ""看来小姐姐的酒量不错哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也要加油""}, {""sex"": ""1"", ""content"": ""最近油价便宜，我会多加油的！""}, {""sex"": ""1"", ""content"": ""一起加油，为了更好的明天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚点了腊八粥""}, {""sex"": ""1"", ""content"": ""吃了腊八粥，看来今天会有好运发生呦。""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好点了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么直接的嘛""}, {""sex"": ""1"", ""content"": ""你喜欢婆婆妈妈的吗？""}, {""sex"": ""1"", ""content"": ""我怕不够直接你猜不到""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说话比较直接""}, {""sex"": ""1"", ""content"": ""我也不喜欢拐弯抹角的人。""}, {""sex"": ""1"", ""content"": ""那你直接说喜欢我好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以睡了""}, {""sex"": ""1"", ""content"": ""睡你旁边可以吗？""}, {""sex"": ""1"", ""content"": ""晚安给我呀，不然我怎么睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[抠鼻][抠鼻][抠鼻][抠鼻][抠鼻]""}, {""sex"": ""1"", ""content"": ""小仙女竟然当面做这种事！""}, {""sex"": ""1"", ""content"": ""你成功引起我的注意了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要吃糖糖""}, {""sex"": ""1"", ""content"": ""一个够不够，不够爸爸给你买。""}, {""sex"": ""1"", ""content"": ""把你自己卖给我，我就给你吃糖糖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡了没有？""}, {""sex"": ""1"", ""content"": ""我说我还没睡，你信吗！""}, {""sex"": ""1"", ""content"": ""都还没想你想够，我怎么睡得着啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的，谢谢你""}, {""sex"": ""1"", ""content"": ""要谢的话就请我吃饭吧""}, {""sex"": ""1"", ""content"": ""我们之间还需要谢谢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去医院看病""}, {""sex"": ""1"", ""content"": ""怎么了？生病了吗？感冒还是发烧？""}, {""sex"": ""1"", ""content"": ""那你一定要听医生的话按时吃药，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚要失眠了""}, {""sex"": ""1"", ""content"": ""失眠找我！保证能让你睡得香""}, {""sex"": ""1"", ""content"": ""看来今晚我得好好陪你聊天了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吓不到""}, {""sex"": ""1"", ""content"": ""没想到你的胆子这么大呀""}, {""sex"": ""1"", ""content"": ""可恶，竟然没有吓到你！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离我这么远""}, {""sex"": ""1"", ""content"": ""其实没多远，离你真的很近啦。""}, {""sex"": ""1"", ""content"": ""你希望我离你多远啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢谢谢夸奖""}, {""sex"": ""1"", ""content"": ""你这么厉害，夸你是基本操作。""}, {""sex"": ""1"", ""content"": ""说的好客气，有点不习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过劳动节""}, {""sex"": ""1"", ""content"": ""没看出来你竟然这么勤奋爱劳动呀。""}, {""sex"": ""1"", ""content"": ""劳动节要跟喜欢的人过，不知道我喜欢的人有没有空呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你卖了我""}, {""sex"": ""1"", ""content"": ""你又没几斤肉，我卖你干嘛。""}, {""sex"": ""1"", ""content"": ""卖你，我才舍不得呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早就发现了""}, {""sex"": ""1"", ""content"": ""看来你很关心我哦。""}, {""sex"": ""1"", ""content"": ""竟然早就发现了，果然是细心的小仙女呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做手术""}, {""sex"": ""1"", ""content"": ""做什么手术，你怎么了吗？""}, {""sex"": ""1"", ""content"": ""怎么要做手术，你这么说我好担心啊，大手术还是小手术啊，严不严重？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好感动啊""}, {""sex"": ""1"", ""content"": ""这么感动，是不是应该亲我一下表示表示""}, {""sex"": ""1"", ""content"": ""要感动小仙女实在是太不容易了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是我们离得这么远""}, {""sex"": ""1"", ""content"": ""距离不是问题，只要心在一起。""}, {""sex"": ""1"", ""content"": ""距离产生美，而且你已经够美了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好烦噢""}, {""sex"": ""1"", ""content"": ""小仙女在烦恼什么，说给我听可能会舒服一点哦。""}, {""sex"": ""1"", ""content"": ""烦恼一定是嫉妒你所以才会纠缠你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没喝酒啊""}, {""sex"": ""1"", ""content"": ""没喝酒我怎么觉得你这么不清醒呢""}, {""sex"": ""1"", ""content"": ""没喝就好，你要是喝醉了我可没办法把你扛回家""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你的珍珠奶茶""}, {""sex"": ""1"", ""content"": ""我应该谢谢你，谢谢你让我喜欢你这么久。""}, {""sex"": ""1"", ""content"": ""我们之间还需要说谢谢吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪来的小弟弟？""}, {""sex"": ""1"", ""content"": ""刚从你心里来的啊""}, {""sex"": ""1"", ""content"": ""大姐姐能不能回答小弟弟一个问题？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脸真大""}, {""sex"": ""1"", ""content"": ""我长得这么美，不放大可惜了""}, {""sex"": ""1"", ""content"": ""脸大不仅翻脸慢，丢脸也慢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我等你呀""}, {""sex"": ""1"", ""content"": ""不用等太久，我马上就来。""}, {""sex"": ""1"", ""content"": ""谢谢你的等待，我定不辜负！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀你在干什么""}, {""sex"": ""1"", ""content"": ""我在给小可爱回消息呀。""}, {""sex"": ""1"", ""content"": ""一直在等待你的到来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我需要安全感""}, {""sex"": ""1"", ""content"": ""我能给的就是我所有的安全感。""}, {""sex"": ""1"", ""content"": ""我在，你放心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生不给照片""}, {""sex"": ""1"", ""content"": ""是怕我看了你的照片会动心吗，你放心绝对不会的。""}, {""sex"": ""1"", ""content"": ""不给照片，难道准备让我见你真人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好吃饭了吗""}, {""sex"": ""1"", ""content"": ""正在吃，要不要过来一起？""}, {""sex"": ""1"", ""content"": ""已经吃好了，现在我们可以好好聊聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七月""}, {""sex"": ""1"", ""content"": ""又能看到你穿仙女裙了。""}, {""sex"": ""1"", ""content"": ""是个有幸福未来的月份。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次认识开场白""}, {""sex"": ""1"", ""content"": ""我怎么感觉你像是95年的""}, {""sex"": ""1"", ""content"": ""我觉得你的眼睛很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一点都不了解你""}, {""sex"": ""1"", ""content"": ""多相处一段时间就会慢慢了解了。""}, {""sex"": ""1"", ""content"": ""我们多聊聊天，你很快就会了解我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和闺蜜聊天呢""}, {""sex"": ""1"", ""content"": ""我太嫉妒你闺蜜了，跟你感情也太好了。""}, {""sex"": ""1"", ""content"": ""我能参与你们女孩子的话题吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴贱""}, {""sex"": ""1"", ""content"": ""怎么我这嘴巴就是这么不听使唤呢""}, {""sex"": ""1"", ""content"": ""那你就想办法帮我堵一堵我的嘴吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢我啥""}, {""sex"": ""1"", ""content"": ""喜欢这么抽象的事情，是没有办法具体表达的。""}, {""sex"": ""1"", ""content"": ""你的好太多了，我想慢慢告诉你，我还会越来越喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""比较幼稚""}, {""sex"": ""1"", ""content"": ""幼稚一点有什么不好的嘛？！""}, {""sex"": ""1"", ""content"": ""我也只是对你比较幼稚点而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也优秀""}, {""sex"": ""1"", ""content"": ""所以优秀的你要跟优秀的我在一起呀。""}, {""sex"": ""1"", ""content"": ""跟你在一起我会变得更优秀的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我跟你不认识吧""}, {""sex"": ""1"", ""content"": ""就是因为不认识所以才要认识一下呀""}, {""sex"": ""1"", ""content"": ""马上就认识啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怪我怪我""}, {""sex"": ""1"", ""content"": ""怪你过分可爱，让我着迷""}, {""sex"": ""1"", ""content"": ""既然如此，我只能勉为其难的原谅你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幼稚。""}, {""sex"": ""1"", ""content"": ""男生的幼稚只会给他最喜欢的人。""}, {""sex"": ""1"", ""content"": ""幼稚点挺好的，至少想的少一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没关系呀！""}, {""sex"": ""1"", ""content"": ""你怎么这么好，不光长得好看脾气也这么好。""}, {""sex"": ""1"", ""content"": ""嗯嗯，只要小仙女觉得没关系就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟我有什么关系呢""}, {""sex"": ""1"", ""content"": ""我喜欢你有没有关系呢。""}, {""sex"": ""1"", ""content"": ""难道你觉得没有关系吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天不吃饭""}, {""sex"": ""1"", ""content"": ""为了让你看到一个完美的我，忍住！""}, {""sex"": ""1"", ""content"": ""吃饭容易长胖，所以我选择不吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是真心找对象吗？""}, {""sex"": ""1"", ""content"": ""我不真心难道还假意吗？""}, {""sex"": ""1"", ""content"": ""我是来找老婆的，不是找对象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要是再胖点呢""}, {""sex"": ""1"", ""content"": ""这我就没办法想象了。""}, {""sex"": ""1"", ""content"": ""你当你的胖是胖着玩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一百多斤""}, {""sex"": ""1"", ""content"": ""这么巧，我也一百多斤，真是天定的缘分。""}, {""sex"": ""1"", ""content"": ""看不出来你有一百多斤啊，我还以为你只有八十斤。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我胖了四斤""}, {""sex"": ""1"", ""content"": ""让我抱抱看看。""}, {""sex"": ""1"", ""content"": ""这叫做丰满，不是胖！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小朋友好""}, {""sex"": ""1"", ""content"": ""阿姨，我想要棒棒糖吃。""}, {""sex"": ""1"", ""content"": ""才不是小朋友，我已经是个成熟的男人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥有女朋友吗？""}, {""sex"": ""1"", ""content"": ""小仙女是在暗示我什么吗？""}, {""sex"": ""1"", ""content"": ""小仙女可以追我了，我没有女朋友哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想吃巧克力""}, {""sex"": ""1"", ""content"": ""巧克力别吃太多啦，容易长痘痘哦。""}, {""sex"": ""1"", ""content"": ""那我现在买了给你送过去，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快忙死了""}, {""sex"": ""1"", ""content"": ""真希望我能帮上你一点忙。""}, {""sex"": ""1"", ""content"": ""忙归忙，也要按时吃饭，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备泡脚""}, {""sex"": ""1"", ""content"": ""泡脚的时候再来杯牛奶，绝配啊""}, {""sex"": ""1"", ""content"": ""看来今晚可以做一个好梦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可我有喜欢的人了""}, {""sex"": ""1"", ""content"": ""喜欢的人是可以改变的。""}, {""sex"": ""1"", ""content"": ""没事，我喜欢你就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""享受不了""}, {""sex"": ""1"", ""content"": ""你这是谦虚，怎么这么谦虚呢。""}, {""sex"": ""1"", ""content"": ""你要是都享受不了，那就没有人敢享受了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""偶尔做个小女人""}, {""sex"": ""1"", ""content"": ""做我喜欢的小女人。""}, {""sex"": ""1"", ""content"": ""我希望你是经常做个小女人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有梦到我吗""}, {""sex"": ""1"", ""content"": ""当然有啦，我白天这么想你怎么可能梦不到你呢。""}, {""sex"": ""1"", ""content"": ""你也不看看你对于我多重要，怎么会梦不到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是处对象的吗""}, {""sex"": ""1"", ""content"": ""对啊，看你要不要跟我处了。""}, {""sex"": ""1"", ""content"": ""诚心处对象，一同奔赴幸福的未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你点颜色""}, {""sex"": ""1"", ""content"": ""那我要五彩斑斓的黑""}, {""sex"": ""1"", ""content"": ""谢谢啊，但我已经够好看的了，不需要你帮我增添颜色""}], ""lock"": 1}"
