"{""chat"": [{""sex"": ""1"", ""content"": ""发现我们有个默契?""}, {""sex"": ""2"", ""content"": ""？？?""}, {""sex"": ""1"", ""content"": ""你不言，我也不语""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不要看""}, {""sex"": ""1"", ""content"": ""我看看，我喜欢的人不可以吗？""}, {""sex"": ""1"", ""content"": ""你放心，我绝对不会偷看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情不好，""}, {""sex"": ""1"", ""content"": ""心情不好的时候可以吃东西唱唱歌，就是不要憋在心里。""}, {""sex"": ""1"", ""content"": ""怎么了，你可以把坏心情倒给我哦，这说出来也许就不会不开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咿呀呀""}, {""sex"": ""1"", ""content"": ""警告，你发射的可爱光波触到我了。""}, {""sex"": ""1"", ""content"": ""哇咔咔，不许你在别的男人面前这么可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我梦见""}, {""sex"": ""1"", ""content"": ""梦见这么好的你也真的不容易啊。""}, {""sex"": ""1"", ""content"": ""白天有多想念，晚上梦里就会有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你梦见我？""}, {""sex"": ""1"", ""content"": ""不梦见你，我都不好意思说想你了。""}, {""sex"": ""1"", ""content"": ""当然了，日有所思夜有所梦是真的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可不是给你玩的""}, {""sex"": ""1"", ""content"": ""你是给我用来养的。""}, {""sex"": ""1"", ""content"": ""你要是玩的，我怕给你玩坏了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看电子书""}, {""sex"": ""1"", ""content"": ""看电子书伤眼睛，你可要注意休息啊""}, {""sex"": ""1"", ""content"": ""看什么好书呢，可以推荐给我也看看哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想太远了吧""}, {""sex"": ""1"", ""content"": ""会吗，我只是考虑得比较周到。""}, {""sex"": ""1"", ""content"": ""以为我想跟你有很遥远的未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想怎么样啊""}, {""sex"": ""1"", ""content"": ""我想怎么样都可以吗？""}, {""sex"": ""1"", ""content"": ""我就是想跟你在一起，跟你多说说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""理解我""}, {""sex"": ""1"", ""content"": ""能够被理解胜过一切""}, {""sex"": ""1"", ""content"": ""喜欢一个人就是要充分理解她呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相互理解""}, {""sex"": ""1"", ""content"": ""情侣之间就是要互相理解呀""}, {""sex"": ""1"", ""content"": ""如果不够理解对方，大概也没办法长久地走下去吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会打字""}, {""sex"": ""1"", ""content"": ""没事，我们可以视频聊天啊。""}, {""sex"": ""1"", ""content"": ""以后总会的，这个我还是放心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会把我忘了""}, {""sex"": ""1"", ""content"": ""我都把你记在心里了，怎么会忘呢""}, {""sex"": ""1"", ""content"": ""打死也不敢把你给忘了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得我们哪些方面比较搭""}, {""sex"": ""1"", ""content"": ""我们方方面面都很搭啊。""}, {""sex"": ""1"", ""content"": ""我们在恋爱这方面特别搭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就那样呗""}, {""sex"": ""1"", ""content"": ""那我这样的呢？你觉得怎么样？""}, {""sex"": ""1"", ""content"": ""你的要求有点高....那你喜欢什么样子的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要去健身了""}, {""sex"": ""1"", ""content"": ""你说这话的时候我已经感受到运动的气息了。""}, {""sex"": ""1"", ""content"": ""小仙女这么勤奋啊，看来身材很不错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来吃糖""}, {""sex"": ""1"", ""content"": ""你都这么甜了，还吃糖？""}, {""sex"": ""1"", ""content"": ""我不用吃糖，看着你就已经够甜了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要糖糖""}, {""sex"": ""1"", ""content"": ""你都这么甜了，还吃糖啊！""}, {""sex"": ""1"", ""content"": ""这么吃糖很容易得糖尿病的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是糖糖吃多了？""}, {""sex"": ""1"", ""content"": ""没有啊，没吃糖也是这么甜的。""}, {""sex"": ""1"", ""content"": ""酸酸甜甜都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能聊天吗""}, {""sex"": ""1"", ""content"": ""可以，来吧，想聊什么？""}, {""sex"": ""1"", ""content"": ""咋的？小仙女觉得无聊了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢陪我""}, {""sex"": ""1"", ""content"": ""我们之间还需要说那么多吗？""}, {""sex"": ""1"", ""content"": ""不用谢，这都是我应该 要做的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就怎么想谈恋爱吗""}, {""sex"": ""1"", ""content"": ""我就是这么想和你谈恋爱。""}, {""sex"": ""1"", ""content"": ""只想有一份关于你的恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吓着我了""}, {""sex"": ""1"", ""content"": ""看我就我不会吓到的，因为我有护身符。""}, {""sex"": ""1"", ""content"": ""啊！你也吓到我了，你要我赔钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好看吧""}, {""sex"": ""1"", ""content"": ""你要是不好看，我怕别人会没自尊的。""}, {""sex"": ""1"", ""content"": ""在我眼里你就是最好看的那个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有点毛病""}, {""sex"": ""1"", ""content"": ""怎么想给我治一治吗？""}, {""sex"": ""1"", ""content"": ""我这毛病就是被你传染的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多冷啊""}, {""sex"": ""1"", ""content"": ""心里有你，我不怕冷！""}, {""sex"": ""1"", ""content"": ""心若向阳，无畏寒霜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我开玩笑呢""}, {""sex"": ""1"", ""content"": ""即使是你的玩笑话我也会很认真对待。""}, {""sex"": ""1"", ""content"": ""你说的话我都会当真的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后别乱花钱了""}, {""sex"": ""1"", ""content"": ""为你花钱，那都是值得""}, {""sex"": ""1"", ""content"": ""钱你管着，我就不会乱花了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为我笨啊""}, {""sex"": ""1"", ""content"": ""没关系，你这样笨笨的女孩子更讨人喜欢""}, {""sex"": ""1"", ""content"": ""原来你知道自己笨啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我差点感动了""}, {""sex"": ""1"", ""content"": ""那我就努力让你感动吧。""}, {""sex"": ""1"", ""content"": ""下一次，你就会感动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你成功把我逗笑了""}, {""sex"": ""1"", ""content"": ""这个成功可以好好保存下来了。""}, {""sex"": ""1"", ""content"": ""还不是为了能看你的笑啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点认识""}, {""sex"": ""1"", ""content"": ""早点认识还不如在最好的时候认识。""}, {""sex"": ""1"", ""content"": ""认识这样的你真的不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么高级""}, {""sex"": ""1"", ""content"": ""那必须的呀，就是这么高级的呀。""}, {""sex"": ""1"", ""content"": ""不高级都感觉配不上你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说得好像真的""}, {""sex"": ""1"", ""content"": ""难道我像是会骗你的人吗？""}, {""sex"": ""1"", ""content"": ""我这么老实可靠怎么会骗你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那么厉害""}, {""sex"": ""1"", ""content"": ""可是在我心里你就是最厉害的""}, {""sex"": ""1"", ""content"": ""你应该对自己有信心一点呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在干啥呀""}, {""sex"": ""1"", ""content"": ""也没做什么，就是看着你的照片发呆。""}, {""sex"": ""1"", ""content"": ""在等一个小可爱的消息，现在等到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你下班了啊""}, {""sex"": ""1"", ""content"": ""对呀，我一会接你下班去吃饭。""}, {""sex"": ""1"", ""content"": ""搬了一天砖，终于可以放松放松啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在干么呢""}, {""sex"": ""1"", ""content"": ""我正在努力的赚钱养你呢。""}, {""sex"": ""1"", ""content"": ""我说我在和一位仙女聊天你信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很痛苦""}, {""sex"": ""1"", ""content"": ""你可以把痛苦的事告诉我，或许心里就会好受一点了。""}, {""sex"": ""1"", ""content"": ""是什么事在折磨我的小仙女？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太自恋了你""}, {""sex"": ""1"", ""content"": ""那我也想找个人恋啊。""}, {""sex"": ""1"", ""content"": ""我这都是自我欣赏啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我奶奶住院了""}, {""sex"": ""1"", ""content"": ""奶奶生病了吗，那你可要好好照顾她呀""}, {""sex"": ""1"", ""content"": ""此时此刻奶奶一定很需要你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很相信你""}, {""sex"": ""1"", ""content"": ""只要你相信我，全世界不相信我都没关系。""}, {""sex"": ""1"", ""content"": ""我一定不会辜负你对我的信任。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是的""}, {""sex"": ""1"", ""content"": ""听到肯定的回答，那我就放心了。""}, {""sex"": ""1"", ""content"": ""你是不是也喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你太好了""}, {""sex"": ""1"", ""content"": ""你要是不对我好，还想对谁好呀。""}, {""sex"": ""1"", ""content"": ""谢谢你对我这么好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想去睡觉了""}, {""sex"": ""1"", ""content"": ""去吧，我不会拉着你的。""}, {""sex"": ""1"", ""content"": ""睡觉前不要太想我，不然会失眠的呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不喜欢小屁孩""}, {""sex"": ""1"", ""content"": ""小屁孩也有长大的一天的。""}, {""sex"": ""1"", ""content"": ""我已经不是小屁孩了，我已经是个成熟的大人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幼稚不幼稚""}, {""sex"": ""1"", ""content"": ""男生的幼稚只给他喜欢的人。""}, {""sex"": ""1"", ""content"": ""想依赖一个人就会变得幼稚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""关键是我们没话说""}, {""sex"": ""1"", ""content"": ""我们有很长的时间变得有话说。""}, {""sex"": ""1"", ""content"": ""有时候眼神交流也是一种聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""关键是我们不认识……""}, {""sex"": ""1"", ""content"": ""见面一下不就认识了吗。""}, {""sex"": ""1"", ""content"": ""你知道我的名字，我知道你的名字，这不就是认识啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们俩什么关系""}, {""sex"": ""1"", ""content"": ""你要是愿意，我们就从今天开始成为情侣关系。""}, {""sex"": ""1"", ""content"": ""我们是什么关系都取决于你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么不梦见我死呢""}, {""sex"": ""1"", ""content"": ""那不行，我梦中女神怎么可能死呢。""}, {""sex"": ""1"", ""content"": ""那这梦有点太恐怖了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨在干嘛""}, {""sex"": ""1"", ""content"": ""在等你撩我呢。""}, {""sex"": ""1"", ""content"": ""在想怎么开口跟你聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨！在干嘛""}, {""sex"": ""1"", ""content"": ""在等你，可是你好久才出现""}, {""sex"": ""1"", ""content"": ""想小仙女了，可以去找你吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没这么严重吧""}, {""sex"": ""1"", ""content"": ""你一点都不放在心上才会觉得不严重。""}, {""sex"": ""1"", ""content"": ""很严重，特别严重，你怎么能觉得不严重呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很少出去""}, {""sex"": ""1"", ""content"": ""以后你出去要是需要人陪就找我""}, {""sex"": ""1"", ""content"": ""看来你是一只小宅女呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不想吃饭""}, {""sex"": ""1"", ""content"": ""你觉得我会允许你这么做吗？""}, {""sex"": ""1"", ""content"": ""你不想吃饭就不想吃饭，那你的身体怎么办""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胃痛了""}, {""sex"": ""1"", ""content"": ""肯定是没有好好吃饭对不对？""}, {""sex"": ""1"", ""content"": ""有没有胃药，吃一点，你能不能好好照顾自己的身体啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""母猪""}, {""sex"": ""1"", ""content"": ""咦，这不是我家的小猪仔吗？""}, {""sex"": ""1"", ""content"": ""听说猪肉涨价了，要不你身上割一点接济一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没带眼镜""}, {""sex"": ""1"", ""content"": ""没戴眼镜的世界是不是自带一层滤镜""}, {""sex"": ""1"", ""content"": ""那你这样我很担心你出门掉坑里哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可懒了""}, {""sex"": ""1"", ""content"": ""不愧是懒虫届的一号人物。""}, {""sex"": ""1"", ""content"": ""再懒下去，你就懒成什么样了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不怕你""}, {""sex"": ""1"", ""content"": ""我这么温柔，你当然不会怕了。""}, {""sex"": ""1"", ""content"": ""小可爱胆子这么大的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥太会说了""}, {""sex"": ""1"", ""content"": ""也就遇到你之后才这么会说。""}, {""sex"": ""1"", ""content"": ""我这么会说你会喜欢吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""彼此彼此吧""}, {""sex"": ""1"", ""content"": ""那我们就做彼此的天使吧。""}, {""sex"": ""1"", ""content"": ""希望以后我们会成为不分彼此的存在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人生不过如此""}, {""sex"": ""1"", ""content"": ""即使这样也要充满希望。""}, {""sex"": ""1"", ""content"": ""生活还是有很多美好的地方，它们在等着你慢慢去发现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃那么好""}, {""sex"": ""1"", ""content"": ""生活已经很苦了，在吃的上面就不要亏待自己了。""}, {""sex"": ""1"", ""content"": ""想吃嘛，想吃的话我下次带你吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""茶艺师""}, {""sex"": ""1"", ""content"": ""看来小姐姐对茶道有些独特的见解哦。""}, {""sex"": ""1"", ""content"": ""茶艺师是不是能够品到各种各样美味的茶？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没睡呢？""}, {""sex"": ""1"", ""content"": ""“shi mian失眠” 和 ‘’shui mian睡眠 ” 仅仅少了一个“u”""}, {""sex"": ""1"", ""content"": ""想你的夜 多希望你能在我身边""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁也不想""}, {""sex"": ""1"", ""content"": ""瞎说，你明明偷偷在想我""}, {""sex"": ""1"", ""content"": ""你可以不想别人，但不可以不想我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你脑子进水了？""}, {""sex"": ""1"", ""content"": ""那你得注意了，你就在我脑子里容易被淹死。""}, {""sex"": ""1"", ""content"": ""密封措施做得好，一般不进水。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我记得""}, {""sex"": ""1"", ""content"": ""我就知道你记性这么好是不会忘记的呀""}, {""sex"": ""1"", ""content"": ""记得就好，你可要一直放在心里哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没梦到你啊""}, {""sex"": ""1"", ""content"": ""看来你还不够想我啊。""}, {""sex"": ""1"", ""content"": ""今天不梦，明天也要梦到哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""毕竟都没有见过面""}, {""sex"": ""1"", ""content"": ""我们不是在梦里见过吗。""}, {""sex"": ""1"", ""content"": ""照片看一看就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么颜色啊""}, {""sex"": ""1"", ""content"": ""如果你是一种颜色，我肯定最喜欢你这种。""}, {""sex"": ""1"", ""content"": ""我觉得什么颜色都不及你的美色好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这发型颜色好看吗""}, {""sex"": ""1"", ""content"": ""只要你喜欢，怎么样都好看。""}, {""sex"": ""1"", ""content"": ""那得看着颜色配不配你的头发了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备午睡""}, {""sex"": ""1"", ""content"": ""如果梦到我会睡得更香哦。""}, {""sex"": ""1"", ""content"": ""那我们梦里继续聊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备好什么""}, {""sex"": ""1"", ""content"": ""准备好做我的小仙女了吗？""}, {""sex"": ""1"", ""content"": ""准备好和我彻夜长谈了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被你一个人欺负啊""}, {""sex"": ""1"", ""content"": ""那我准备欺负一辈子，可以吗？""}, {""sex"": ""1"", ""content"": ""欺负你，只有我才行！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我看电影""}, {""sex"": ""1"", ""content"": ""那看来我们得看一个好看的电影才行啦""}, {""sex"": ""1"", ""content"": ""说吧，想看什么电影！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有没有。""}, {""sex"": ""1"", ""content"": ""骗人可不是乖宝宝哦""}, {""sex"": ""1"", ""content"": ""比你更爱我的人有没有？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""端午节不休息""}, {""sex"": ""1"", ""content"": ""端午节可是法定节假日，不休息怎么行？""}, {""sex"": ""1"", ""content"": ""这么辛苦吗，连端午节都还要上班啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想吃呗""}, {""sex"": ""1"", ""content"": ""不吃会饿到我的小仙女的。""}, {""sex"": ""1"", ""content"": ""那等你想吃了再吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我啥也不喜欢""}, {""sex"": ""1"", ""content"": ""其实你在偷偷喜欢我。""}, {""sex"": ""1"", ""content"": ""女人都是口是心非，说不定你喜欢的东西很多呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你是?""}, {""sex"": ""1"", ""content"": ""我啊，我是你的未来的另一半呀""}, {""sex"": ""1"", ""content"": ""你为什么对我是谁这么好奇呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""特别闲""}, {""sex"": ""1"", ""content"": ""既然你这么闲，那就把时间都腾出来给我用吧。""}, {""sex"": ""1"", ""content"": ""闲下来是不是一直在想我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在你身边""}, {""sex"": ""1"", ""content"": ""那就好好在我身边不要乱跑。""}, {""sex"": ""1"", ""content"": ""在我身边一定要乖乖听话哟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不在你身边""}, {""sex"": ""1"", ""content"": ""感觉以后的饭都开始不香了。""}, {""sex"": ""1"", ""content"": ""不在我身边的日子，你记得好好照顾自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能咋过""}, {""sex"": ""1"", ""content"": ""当然是我们一起过了""}, {""sex"": ""1"", ""content"": ""好像只能一笑而过了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃嘛""}, {""sex"": ""1"", ""content"": ""什么时候请我吃啊？""}, {""sex"": ""1"", ""content"": ""你这个小吃货，满脑子都是吃的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身体倍棒，吃嘛嘛香""}, {""sex"": ""1"", ""content"": ""怎么听起来憨憨的呢。""}, {""sex"": ""1"", ""content"": ""果然是吃货，心里只想着吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你打一顿""}, {""sex"": ""1"", ""content"": ""你这么欺负我真的合适吗！""}, {""sex"": ""1"", ""content"": ""老公不就是被老婆打的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本来就没事""}, {""sex"": ""1"", ""content"": ""别逞强，有事就告诉我。""}, {""sex"": ""1"", ""content"": ""没事就好，不然我会担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""渣男""}, {""sex"": ""1"", ""content"": ""我是直男，不是渣男！""}, {""sex"": ""1"", ""content"": ""我要是渣男，你就不会好端端的在这了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是神经病""}, {""sex"": ""1"", ""content"": ""神经病哪有我这么帅啊。""}, {""sex"": ""1"", ""content"": ""你误诊，我可是要告你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是小幸运""}, {""sex"": ""1"", ""content"": ""但是是我的幸运。""}, {""sex"": ""1"", ""content"": ""因为我相信幸运与我相伴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等下一次吧""}, {""sex"": ""1"", ""content"": ""那我们做好约定了，你不许反悔""}, {""sex"": ""1"", ""content"": ""你说的，别忘记了呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别闹。""}, {""sex"": ""1"", ""content"": ""我不和你闹我和谁闹？和你朋友闹你愿意吗？""}, {""sex"": ""1"", ""content"": ""乖，快到碗里来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那吃饭了吗""}, {""sex"": ""1"", ""content"": ""小仙女不吃，我也不吃""}, {""sex"": ""1"", ""content"": ""我这么穷，从来不吃饭只吃土的好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""尴尬的笑笑""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，你这尴尬的让我有点意外。""}, {""sex"": ""1"", ""content"": ""麻烦你笑的好看点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么快的嘛""}, {""sex"": ""1"", ""content"": ""嗯哼，我们要做时间的朋友。""}, {""sex"": ""1"", ""content"": ""不快点的话我怕没机会了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多快""}, {""sex"": ""1"", ""content"": ""就比闪电慢一点点而已。""}, {""sex"": ""1"", ""content"": ""快到你根本就看不见人影的那种。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正在想你""}, {""sex"": ""1"", ""content"": ""这么巧的嘛，我也在想你。""}, {""sex"": ""1"", ""content"": ""你的念想我已经接收到了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是看过了吗""}, {""sex"": ""1"", ""content"": ""看过了也可以再看一遍嘛。""}, {""sex"": ""1"", ""content"": ""这么好看看一次怎么够，当然要多看几次了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美颜厉害""}, {""sex"": ""1"", ""content"": ""美颜再厉害还是因为你自己厉害呀""}, {""sex"": ""1"", ""content"": ""要是没有美颜相机，怎么会有那么多帅哥美女呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在忙吗""}, {""sex"": ""1"", ""content"": ""还好吧，我可以为了小仙女偷偷摸鱼呀""}, {""sex"": ""1"", ""content"": ""是啊，忙成狗了，但是看到小仙女还是很开心的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子疼醒的""}, {""sex"": ""1"", ""content"": ""怎么会这么严重，家里有没有止疼药？""}, {""sex"": ""1"", ""content"": ""是不是着凉了，你这样我好担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变帅""}, {""sex"": ""1"", ""content"": ""我一直行走在越来越帅的路上啊""}, {""sex"": ""1"", ""content"": ""你可不要沉迷在我的帅气中无法自拔哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是想我了吧""}, {""sex"": ""1"", ""content"": ""对啊，我就是这么的想你了。""}, {""sex"": ""1"", ""content"": ""我不想你，难道还留给别人想你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我想要的是什么""}, {""sex"": ""1"", ""content"": ""虽然我不知道你想要的是什么，但你想要的我都会尽量给你。""}, {""sex"": ""1"", ""content"": ""我想你应该是想要一个能够陪伴你很久并且爱你不变的人给你一个美好的未来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遛狗去""}, {""sex"": ""1"", ""content"": ""可不要变成被狗遛哦。""}, {""sex"": ""1"", ""content"": ""那我要出门去跟你偶遇。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长头发""}, {""sex"": ""1"", ""content"": ""你怎么知道我喜欢长头发的你。""}, {""sex"": ""1"", ""content"": ""我才不管你长头发还是短头发，你最好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在长沙""}, {""sex"": ""1"", ""content"": ""听说长沙有好多漂亮的女孩子哦""}, {""sex"": ""1"", ""content"": ""长沙不错啊，一直都想去长沙玩玩呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""提前说晚安""}, {""sex"": ""1"", ""content"": ""那你是要提前在梦里遇见我吗？""}, {""sex"": ""1"", ""content"": ""看来今晚可以早点睡觉了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我开心就行""}, {""sex"": ""1"", ""content"": ""那你开心了，可以分一点让我也开心吗？""}, {""sex"": ""1"", ""content"": ""我也好想和你一起开心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时间过得太快了""}, {""sex"": ""1"", ""content"": ""没关系，我们有一辈子的时间慢慢度过""}, {""sex"": ""1"", ""content"": ""是啊。所以我们要珍惜相处时光""}], ""lock"": 1}"
