"{""chat"": [{""sex"": ""1"", ""content"": ""小姐姐，我可以和你问一下路吗？""}, {""sex"": ""2"", ""content"": ""去哪？""}, {""sex"": ""1"", ""content"": ""去你心里的路""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胃又疼了""}, {""sex"": ""1"", ""content"": ""又没有按时吃饭是不是，怎么总是这么让人担心呢。""}, {""sex"": ""1"", ""content"": ""快吃点胃药缓一缓，真是的，以后我来好好照顾你的胃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要发信息了""}, {""sex"": ""1"", ""content"": ""可是我控制不住自己想给你发信息的手。""}, {""sex"": ""1"", ""content"": ""不给你发信息你是不是就不会理我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要发信息给我了""}, {""sex"": ""1"", ""content"": ""那我们改成通电话吧，视频也行""}, {""sex"": ""1"", ""content"": ""难道我的消息让你觉得困扰了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也早点休息，晚安""}, {""sex"": ""1"", ""content"": ""晚安啦，祝你今夜有个好梦。""}, {""sex"": ""1"", ""content"": ""晚安，等着我乘坐月亮小船去梦里找你哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没脑子""}, {""sex"": ""1"", ""content"": ""我是有的，你放心""}, {""sex"": ""1"", ""content"": ""没头脑和不高兴？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七点半起床""}, {""sex"": ""1"", ""content"": ""这么早起床呀，不会觉得很困吗？""}, {""sex"": ""1"", ""content"": ""早睡早起的小仙女值得学习！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥意思呢""}, {""sex"": ""1"", ""content"": ""就是让你做我的小仙女的意思。""}, {""sex"": ""1"", ""content"": ""女人都喜欢装傻吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""反正你就是渣男""}, {""sex"": ""1"", ""content"": ""我要是渣男第一个不放过的就是你。""}, {""sex"": ""1"", ""content"": ""你见过渣男这么像直男的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道啦！""}, {""sex"": ""1"", ""content"": ""知道什么了？和我说说""}, {""sex"": ""1"", ""content"": ""这么乖，来亲一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡得不好""}, {""sex"": ""1"", ""content"": ""睡得这么不好，也不会好好照顾自己。""}, {""sex"": ""1"", ""content"": ""是不是没有梦到我，就睡得不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想做朋友""}, {""sex"": ""1"", ""content"": ""你怎么不早说，我早就不想跟你做朋友了。""}, {""sex"": ""1"", ""content"": ""那我们就从朋友变成男女朋友吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[大哭][大哭][大哭][大哭][大哭]""}, {""sex"": ""1"", ""content"": ""怎么了小宝贝，哭得这么伤心？""}, {""sex"": ""1"", ""content"": ""不哭不哭，有我在呢，我帮小仙女擦擦眼泪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚忙完了""}, {""sex"": ""1"", ""content"": ""怎么这么忙啊，好辛苦啊""}, {""sex"": ""1"", ""content"": ""忙什么呢，下次叫我去帮你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们离的好远""}, {""sex"": ""1"", ""content"": ""只要我们心与心的距离很近就够了。""}, {""sex"": ""1"", ""content"": ""我相信我们之间的感情是不会被距离打败的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可你这样做是在乎了我的感受吗""}, {""sex"": ""1"", ""content"": ""我为什么不在乎你呢？""}, {""sex"": ""1"", ""content"": ""以后我都会在乎你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我魅力大吗""}, {""sex"": ""1"", ""content"": ""你要是魅力不大怎么会吸引我呢！""}, {""sex"": ""1"", ""content"": ""拜托你能不能控制下你自己的魅力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会挨打的我跟你讲""}, {""sex"": ""1"", ""content"": ""打是亲，多打打就是多亲亲。""}, {""sex"": ""1"", ""content"": ""被你打，我是愿意的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看心情""}, {""sex"": ""1"", ""content"": ""心情好抱我，心情不好亲我。""}, {""sex"": ""1"", ""content"": ""我会把你的坏心情统统都偷走的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说你傻""}, {""sex"": ""1"", ""content"": ""我做个喜欢你傻子有啥不好的吗！""}, {""sex"": ""1"", ""content"": ""有时候做个只知道高兴的傻子挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你起的挺早""}, {""sex"": ""1"", ""content"": ""笨鸟总是得起早点。""}, {""sex"": ""1"", ""content"": ""梦里的你不见了，我就醒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起好早""}, {""sex"": ""1"", ""content"": ""早睡早起身体好，所以要养成早起的好习惯""}, {""sex"": ""1"", ""content"": ""古人云：一日之计在于晨。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在的骗子太多了""}, {""sex"": ""1"", ""content"": ""那你觉得我会骗你嘛？""}, {""sex"": ""1"", ""content"": ""谁敢骗你这个小可爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很胖吗""}, {""sex"": ""1"", ""content"": ""自信点！要知道在唐代你这种身材绝对是贵妃级别的。""}, {""sex"": ""1"", ""content"": ""微胖才是极品，懂吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是开玩笑""}, {""sex"": ""1"", ""content"": ""不是，我很认真。""}, {""sex"": ""1"", ""content"": ""你希望我是开玩笑的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和你玩啦""}, {""sex"": ""1"", ""content"": ""我是认真的，从来不是玩玩。""}, {""sex"": ""1"", ""content"": ""那你还能有其他人和你玩吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥样啊""}, {""sex"": ""1"", ""content"": ""我有小彭于晏的称号，你可以自行想象""}, {""sex"": ""1"", ""content"": ""啥样我也不好说，要你自己看看才行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是小孩儿了""}, {""sex"": ""1"", ""content"": ""我又没有把你当做小孩儿。""}, {""sex"": ""1"", ""content"": ""你要是小孩子，我喜欢你干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你现在在干嘛呢""}, {""sex"": ""1"", ""content"": ""在给世界上最漂亮的女人发信息啊""}, {""sex"": ""1"", ""content"": ""在想着什么借口约你出去玩才不会显得唐突""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那现在在干嘛呢""}, {""sex"": ""1"", ""content"": ""你觉得我除了想你还能干嘛呢""}, {""sex"": ""1"", ""content"": ""我在想的大事，你一定有兴趣""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直接拒绝""}, {""sex"": ""1"", ""content"": ""这么直接，我的小心灵会受伤的。""}, {""sex"": ""1"", ""content"": ""你就不能稍微委婉一点嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是变态吧""}, {""sex"": ""1"", ""content"": ""你见过这么帅气逼人的变态吗？""}, {""sex"": ""1"", ""content"": ""我对你才变态的 我对别人都是禽兽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看着不像啊""}, {""sex"": ""1"", ""content"": ""你不知道很多人都是人不可貌相的吗？""}, {""sex"": ""1"", ""content"": ""那你觉得像什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞎了眼""}, {""sex"": ""1"", ""content"": ""看错的男人就让他随风飘去吧，你还有我。""}, {""sex"": ""1"", ""content"": ""难怪看不见我对你的喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咦，别骗我""}, {""sex"": ""1"", ""content"": ""我怎么会骗我喜欢的人呢。""}, {""sex"": ""1"", ""content"": ""我才不要骗你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里没点数吗""}, {""sex"": ""1"", ""content"": ""不好意思，我真的没有数""}, {""sex"": ""1"", ""content"": ""那你不准备让我点数吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想要我""}, {""sex"": ""1"", ""content"": ""想要你的人你的心你的一切""}, {""sex"": ""1"", ""content"": ""想要，你愿意给我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想要啥子""}, {""sex"": ""1"", ""content"": ""我想要一个仙女的你。""}, {""sex"": ""1"", ""content"": ""除了你，我就是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问你叫什么名字？""}, {""sex"": ""1"", ""content"": ""凡人之名不足挂齿。""}, {""sex"": ""1"", ""content"": ""等你应该知道的时候，既然会知道的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋说话呢""}, {""sex"": ""1"", ""content"": ""老婆教训的是，我以后一定改。""}, {""sex"": ""1"", ""content"": ""那你教教我，应该怎么跟女朋友说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子疼了一早上""}, {""sex"": ""1"", ""content"": ""是不是来姨妈了？要多喝点热水和红糖水啊""}, {""sex"": ""1"", ""content"": ""怎么会肚子疼，是吃坏东西了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘻嘻，谢谢夸奖""}, {""sex"": ""1"", ""content"": ""没有夸你啊，都是正常操作而已。""}, {""sex"": ""1"", ""content"": ""没有夸你啊，我都是说事实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱的火花""}, {""sex"": ""1"", ""content"": ""火花越来越大，我们会陷入爱情的火海。""}, {""sex"": ""1"", ""content"": ""这么美妙的火花，我希望能够永不熄灭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不习惯""}, {""sex"": ""1"", ""content"": ""习惯靠养成，兴趣靠培养""}, {""sex"": ""1"", ""content"": ""交给时间慢慢习惯就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有没有感动""}, {""sex"": ""1"", ""content"": ""感动得我都一把鼻涕一把泪了""}, {""sex"": ""1"", ""content"": ""很感动，我真的没想到会有这个惊喜""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在勾引我注意，你成功了""}, {""sex"": ""1"", ""content"": ""太好了，我的努力果然没有白费。""}, {""sex"": ""1"", ""content"": ""知道我为了引起你的注意费了多大功夫吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大姨妈来了不舒服""}, {""sex"": ""1"", ""content"": ""大姨妈真是世上最万恶的亲戚啊。""}, {""sex"": ""1"", ""content"": ""每个月总是几天我很心疼，又无能为力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在头痛""}, {""sex"": ""1"", ""content"": ""怎么会头痛呢，是不是没有睡好觉？""}, {""sex"": ""1"", ""content"": ""你又没有好好照顾自己了，有止痛片吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我躺着呢""}, {""sex"": ""1"", ""content"": ""我能想象你现在像一头猪一样躺着的样子""}, {""sex"": ""1"", ""content"": ""不分点位置给我躺躺吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天我生日""}, {""sex"": ""1"", ""content"": ""那我要祝我们的小寿星生日快乐~希望你新的一岁每天都能开开心心。""}, {""sex"": ""1"", ""content"": ""怎么没早点告诉我，我都来不及准备礼物了，只能送你一句祝福了，小仙女生日快乐，永远十八~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡着了吧""}, {""sex"": ""1"", ""content"": ""嘿嘿，还没呢。""}, {""sex"": ""1"", ""content"": ""是啊我睡着了，你怎么还不来梦里找我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下次呗""}, {""sex"": ""1"", ""content"": ""那你下次可不能放我鸽子。""}, {""sex"": ""1"", ""content"": ""那我们先说好下次是什么时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""居然失眠了""}, {""sex"": ""1"", ""content"": ""失眠的时候最适合来想我了。""}, {""sex"": ""1"", ""content"": ""那你这时候就非常需要有我陪你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你愚人节快乐""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的祝福，比起我快乐，我更希望你快乐，希望你能每天都开心~""}, {""sex"": ""1"", ""content"": ""愚人节快乐！收到你的祝福就是我今天最大的快乐啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不是在等你吗""}, {""sex"": ""1"", ""content"": ""等风等雨，我只想等你。""}, {""sex"": ""1"", ""content"": ""在稍等我会儿，我马上就过来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和小哥哥聊天呢""}, {""sex"": ""1"", ""content"": ""难道你有我这个小哥哥还不够吗？""}, {""sex"": ""1"", ""content"": ""竟然背着我跟别的小哥哥聊天，我会吃醋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你当我傻啊""}, {""sex"": ""1"", ""content"": ""你要是傻子的话，那谁还聪明呢。""}, {""sex"": ""1"", ""content"": ""做我的傻瓜不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""劝她睡觉""}, {""sex"": ""1"", ""content"": ""早点睡觉啦，你明天还要早起喜欢我呢。""}, {""sex"": ""1"", ""content"": ""再不睡觉，你的头发就要离家出走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那好的吧""}, {""sex"": ""1"", ""content"": ""你的回答好勉强哦。""}, {""sex"": ""1"", ""content"": ""你应该给我一个非常肯定的“好的”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能呀""}, {""sex"": ""1"", ""content"": ""我知道你在说反话。""}, {""sex"": ""1"", ""content"": ""怎么会不能呢，我的女朋友位置就是给你留的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太能说""}, {""sex"": ""1"", ""content"": ""不练练嘴皮子功夫，怎么在社会上混？""}, {""sex"": ""1"", ""content"": ""能说会道只不过是我众多优点之一而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片都是照骗""}, {""sex"": ""1"", ""content"": ""我愿意被骗不可以吗。""}, {""sex"": ""1"", ""content"": ""我就喜欢你这照骗了，咋滴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么这样""}, {""sex"": ""1"", ""content"": ""我也不知道，我只是跟着我的内心""}, {""sex"": ""1"", ""content"": ""大概是因为我就是我吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不你先睡吧""}, {""sex"": ""1"", ""content"": ""你都还没睡，我怎么会先睡呢。""}, {""sex"": ""1"", ""content"": ""不了，想再和你聊聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一腔热血""}, {""sex"": ""1"", ""content"": ""只要心中的热血不灭，就一定会得到你想要的。""}, {""sex"": ""1"", ""content"": ""不止要有一腔热血还要有聪明的脑袋呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么秀的吗""}, {""sex"": ""1"", ""content"": ""必须的呀，秀可是我的一个表现""}, {""sex"": ""1"", ""content"": ""最好是秀到你的心里去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你闻闻""}, {""sex"": ""1"", ""content"": ""我闻到了爱情的味道。""}, {""sex"": ""1"", ""content"": ""我闻到你身上香水的味道了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有很开心""}, {""sex"": ""1"", ""content"": ""你要是不开心，我也会不开心的。""}, {""sex"": ""1"", ""content"": ""那我把我的开心全都给你，你就会开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是不是很坏""}, {""sex"": ""1"", ""content"": ""坏的让我非常喜欢。""}, {""sex"": ""1"", ""content"": ""再坏也都是我一个人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你有关系么""}, {""sex"": ""1"", ""content"": ""你是我喜欢的人，怎么会没关系？""}, {""sex"": ""1"", ""content"": ""MUA~现在有关系了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感情伤人""}, {""sex"": ""1"", ""content"": ""跟我谈感情，给你非一般的体验。""}, {""sex"": ""1"", ""content"": ""或许你的下一段感情会让你觉得很美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""伤感情歌""}, {""sex"": ""1"", ""content"": ""伤心的人不要听慢歌。""}, {""sex"": ""1"", ""content"": ""对不起，我不敢听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我啥样啊""}, {""sex"": ""1"", ""content"": ""你长着一副我喜欢的模样。""}, {""sex"": ""1"", ""content"": ""小仙女的模样啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我问你你喜欢她什么""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢，没有因为什么！""}, {""sex"": ""1"", ""content"": ""你这是吃醋了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备忙了""}, {""sex"": ""1"", ""content"": ""好，那你去忙，我就不打扰你了。""}, {""sex"": ""1"", ""content"": ""忙的时候也要记得想我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗衣服""}, {""sex"": ""1"", ""content"": ""小仙女的衣服一定都是香香的。""}, {""sex"": ""1"", ""content"": ""这么勤快，不奖励一下不行啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很痛苦""}, {""sex"": ""1"", ""content"": ""我来拯救你于水深火热之中了！""}, {""sex"": ""1"", ""content"": ""我想让你知道，有我在，有什么困难都可以告诉我，不要自己扛着，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很自信啊""}, {""sex"": ""1"", ""content"": ""要没点自信怎么去追你啊。""}, {""sex"": ""1"", ""content"": ""自信是天生的，懂不""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在看帅哥""}, {""sex"": ""1"", ""content"": ""难道看的是我这个帅哥？""}, {""sex"": ""1"", ""content"": ""你这么直白地夸我，我会不好意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发个定位""}, {""sex"": ""1"", ""content"": ""你是想看看你的心跑到哪里去了吗？""}, {""sex"": ""1"", ""content"": ""你是想过来找我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在看综艺""}, {""sex"": ""1"", ""content"": ""那需要我陪着你一起看综艺嘛？""}, {""sex"": ""1"", ""content"": ""看啥综艺呢，也不给我推荐一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你脑子有坑吧""}, {""sex"": ""1"", ""content"": ""脑子要是没坑的话，那就真的有问题了。""}, {""sex"": ""1"", ""content"": ""有坑不可怕进水才可怕呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想看看你脑子里每天在想什么""}, {""sex"": ""1"", ""content"": ""你来我脑子里瞅瞅不就知道了。""}, {""sex"": ""1"", ""content"": ""还能干嘛，想你的间隙里上个班。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你梦到我啦""}, {""sex"": ""1"", ""content"": ""对呀，日有所思夜有所梦呀""}, {""sex"": ""1"", ""content"": ""是不是你偷偷跑进我的梦里来啦，所以我才会梦到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话那么暖，我要怎么接？""}, {""sex"": ""1"", ""content"": ""你用心去接就好了。""}, {""sex"": ""1"", ""content"": ""对你说的，你怎么说的都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还在化妆""}, {""sex"": ""1"", ""content"": ""其实可以不用化妆的，你素颜的样子也很美呀。""}, {""sex"": ""1"", ""content"": ""做女生好累啊，每天化妆还要花好多功夫呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要死咯""}, {""sex"": ""1"", ""content"": ""呸呸呸，乱说什么呢。""}, {""sex"": ""1"", ""content"": ""不准你随便说这个不吉利的字。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想睡觉了吗""}, {""sex"": ""1"", ""content"": ""可能是想你太久了，就困了。""}, {""sex"": ""1"", ""content"": ""如果想的话，旁边有你陪着吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小年轻""}, {""sex"": ""1"", ""content"": ""做你一个人的小年轻。""}, {""sex"": ""1"", ""content"": ""搞得自己很老似得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很开心的啧""}, {""sex"": ""1"", ""content"": ""开心的时候应该分享，比如亲我一下""}, {""sex"": ""1"", ""content"": ""要是这样还不开心我可就得哭了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天那么闲""}, {""sex"": ""1"", ""content"": ""闲吗？我感觉还可以呀。""}, {""sex"": ""1"", ""content"": ""闲着闲着就不会闲了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你心里面的人啊""}, {""sex"": ""1"", ""content"": ""难怪我怎么看到你，心就不受控呢。""}, {""sex"": ""1"", ""content"": ""难怪最近体重多了，原来都是你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你又不在我身边""}, {""sex"": ""1"", ""content"": ""以后我会出现在你身边的。""}, {""sex"": ""1"", ""content"": ""现在不在你身边是为了以后能更好的在你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个目前不太确定""}, {""sex"": ""1"", ""content"": ""是嘛？反正我确定我是喜欢你的。""}, {""sex"": ""1"", ""content"": ""变数太多，确实是有些事情有很多的不确定性。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃了饭了？""}, {""sex"": ""1"", ""content"": ""吃过啦，不过你要是还没吃，我可以再陪你吃一顿。""}, {""sex"": ""1"", ""content"": ""没呢，这不是等你约我嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃，你给我做嘛""}, {""sex"": ""1"", ""content"": ""怎么开始想吃我给你做的了？！""}, {""sex"": ""1"", ""content"": ""好呀，只要你不嫌弃就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我为什么要听你的话""}, {""sex"": ""1"", ""content"": ""都是要做我老婆的人，怎么可以不听话呢""}, {""sex"": ""1"", ""content"": ""不听话的宝宝是没有奖励的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你本事喽""}, {""sex"": ""1"", ""content"": ""我的本事不就喜欢你吗。""}, {""sex"": ""1"", ""content"": ""把你娶回家的本事，我还是有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不适合。""}, {""sex"": ""1"", ""content"": ""你知道吗，不合适是所有借口里最烂的了。""}, {""sex"": ""1"", ""content"": ""都还没试过呢怎么就知道不适合呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能怎么办呢""}, {""sex"": ""1"", ""content"": ""当然是来到我身边，做我的另一半。""}, {""sex"": ""1"", ""content"": ""事情总会有解决的办法的，何况有我在啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我17""}, {""sex"": ""1"", ""content"": ""十七岁那年的雨季，我们有共同的期许~""}, {""sex"": ""1"", ""content"": ""原来是还未成年的小仙女啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""臭弟弟你好""}, {""sex"": ""1"", ""content"": ""香姐姐，你好""}, {""sex"": ""1"", ""content"": ""哪里臭了！你闻闻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不躲""}, {""sex"": ""1"", ""content"": ""那你可要说话算数哦。""}, {""sex"": ""1"", ""content"": ""你要是躲了我可是要惩罚你的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲爱的早上好""}, {""sex"": ""1"", ""content"": ""早安，小宝贝。""}, {""sex"": ""1"", ""content"": ""早啊，一大早就觉得心情很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好累呀！""}, {""sex"": ""1"", ""content"": ""让我来分担你的累吧。""}, {""sex"": ""1"", ""content"": ""需要我给你捏捏肩嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你不开心""}, {""sex"": ""1"", ""content"": ""原来你注意到我的不开心了啊，我以为没有人在意我。""}, {""sex"": ""1"", ""content"": ""跟你聊天我的心情好多啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕了？""}, {""sex"": ""1"", ""content"": ""爱上你之后我什么都不怕了。""}, {""sex"": ""1"", ""content"": ""怕什么，我看上的猪，不就是丑了点吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你睡呗""}, {""sex"": ""1"", ""content"": ""那你记得来我的梦呦。""}, {""sex"": ""1"", ""content"": ""你可不可以不在梦里欺负我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没""}, {""sex"": ""1"", ""content"": ""缘分就是这样的。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""我也还没吃饭，一起咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会当然让你做给我吃""}, {""sex"": ""1"", ""content"": ""看来我要做家庭煮男了。""}, {""sex"": ""1"", ""content"": ""我怕你吃了会上瘾的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给吃饭了""}, {""sex"": ""1"", ""content"": ""要是能吃到你为我做的饭就好了。""}, {""sex"": ""1"", ""content"": ""多吃点，我怕你吃太少会饿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说话很直""}, {""sex"": ""1"", ""content"": ""我就是喜欢直接点的。""}, {""sex"": ""1"", ""content"": ""直截了当的说喜欢你，现在舒服了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不答应""}, {""sex"": ""1"", ""content"": ""为什么不答应，给我一个理由。""}, {""sex"": ""1"", ""content"": ""看来我只能使用非一般的手段让你答应了。""}], ""lock"": 1}"
