"{""chat"": [{""sex"": ""2"", ""content"": ""想搭讪的话，建议你换一个方法""}, {""sex"": ""1"", ""content"": ""我对你的建议很感兴趣，讲来听听，讲得好可以考虑留电话给你哦。""}, {""sex"": ""2"", ""content"": ""那得看你值不值得我建议。""}, {""sex"": ""1"", ""content"": ""我给你 5 块钱，怎么样,还不用找钱哦""}, {""sex"": ""2"", ""content"": ""那不是很值得我建议。""}, {""sex"": ""1"", ""content"": ""看你年纪不大，怎么记性这么不好，如果不值得你建议那你刚才怎么会建议我换一个方法呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你很有气质，能交个朋友吗""}, {""sex"": ""2"", ""content"": ""我们又不认识?""}, {""sex"": ""1"", ""content"": ""世界上其实没有陌生的两个人，只有还没相识的两个朋友，让我们彼此多一个朋友好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕那天失去你了我再也不敢相信爱情了""}, {""sex"": ""1"", ""content"": ""你若不弃我便不离！""}, {""sex"": ""1"", ""content"": ""放心，不会有这么一天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不忙啦""}, {""sex"": ""1"", ""content"": ""还好吧，也不算是太忙就是啦。""}, {""sex"": ""1"", ""content"": ""忙啊，但是也会有时间和你聊天的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不吃胖""}, {""sex"": ""1"", ""content"": ""你这种小胖墩也是没救了。""}, {""sex"": ""1"", ""content"": ""没事，你胖了可以减肥不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""提前下班了""}, {""sex"": ""1"", ""content"": ""请带我进你公司好不好。""}, {""sex"": ""1"", ""content"": ""这么好的公司怎么找啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都到公司了""}, {""sex"": ""1"", ""content"": ""这么快，你是飞过去的嘛？""}, {""sex"": ""1"", ""content"": ""小仙女又要开始勤劳地工作啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在跟你聊天啊""}, {""sex"": ""1"", ""content"": ""不许背着我跟其他小哥哥聊天知道吗？""}, {""sex"": ""1"", ""content"": ""是不是只跟我一个人聊天呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不开心呀""}, {""sex"": ""1"", ""content"": ""这时候就需要来一大堆零食才能让你开心了。""}, {""sex"": ""1"", ""content"": ""请问仙女阁下如何才能让你开心呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢阿""}, {""sex"": ""1"", ""content"": ""喜欢的话要好好收起来哦。""}, {""sex"": ""1"", ""content"": ""喜欢就好，我还一直担心你不喜欢呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""低调点低调点""}, {""sex"": ""1"", ""content"": ""喜欢你，怎么才能让我低调呢。""}, {""sex"": ""1"", ""content"": ""有些事情低调没错，但是现在高调点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""低调低调。""}, {""sex"": ""1"", ""content"": ""过分的低调也是一种高调。""}, {""sex"": ""1"", ""content"": ""你这颜值还能低调吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人生大事？""}, {""sex"": ""1"", ""content"": ""结婚可不是人生大事嘛。""}, {""sex"": ""1"", ""content"": ""我们之间的事都是人生大事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不晓得嘛""}, {""sex"": ""1"", ""content"": ""那你不知道的东西，以后都由我来告诉你好不好？""}, {""sex"": ""1"", ""content"": ""好嘛，毕竟你是笨蛋也不能怪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不愿意？""}, {""sex"": ""1"", ""content"": ""我要是不愿意那就不是我了。""}, {""sex"": ""1"", ""content"": ""对一个小仙女说不愿意，真的不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你不愿意""}, {""sex"": ""1"", ""content"": ""谁说的，我一百个一千个愿意！""}, {""sex"": ""1"", ""content"": ""傻瓜，你想太多了，我怎么可能不愿意呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我愿意等你""}, {""sex"": ""1"", ""content"": ""我愿意让你等我。""}, {""sex"": ""1"", ""content"": ""等我，你一定会好好等我的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你骄傲了""}, {""sex"": ""1"", ""content"": ""毕竟我有你这么好的女朋友值得骄傲啊。""}, {""sex"": ""1"", ""content"": ""你不就是我骄傲的原因吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""世上怎么有你这种人啊""}, {""sex"": ""1"", ""content"": ""对啊，世界上怎么会有我这么爱你的人呢？""}, {""sex"": ""1"", ""content"": ""你现在遇上了，让你大开眼界一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丰富""}, {""sex"": ""1"", ""content"": ""未来还有很多丰富的生活需要你参与呢""}, {""sex"": ""1"", ""content"": ""我想在满脑子都是好吃的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜我多少岁""}, {""sex"": ""1"", ""content"": ""不用猜，一看就知道和我天作之合。""}, {""sex"": ""1"", ""content"": ""不管多少岁都是我的小宝贝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你想多了吧""}, {""sex"": ""1"", ""content"": ""梦想是要有的，万一被我实现了呢。""}, {""sex"": ""1"", ""content"": ""我再不想多点，我怕没机会了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想法多""}, {""sex"": ""1"", ""content"": ""是想我比较多吧。""}, {""sex"": ""1"", ""content"": ""再多的想法，你得有我才能实施啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在不想找对象""}, {""sex"": ""1"", ""content"": ""现在不想找，就不怕以后找不到吗？""}, {""sex"": ""1"", ""content"": ""对象不是需要你找的，是需要你等的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很花心的""}, {""sex"": ""1"", ""content"": ""把全部心思花在我身上吗？""}, {""sex"": ""1"", ""content"": ""我是来为你收心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""花花公子""}, {""sex"": ""1"", ""content"": ""你说的是花花公子那个品牌吧""}, {""sex"": ""1"", ""content"": ""我确实是个花花公子，你的每个样子我都喜欢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愿意给我什么啊""}, {""sex"": ""1"", ""content"": ""我的心我的人，我的一切都给你。""}, {""sex"": ""1"", ""content"": ""只要是小仙女想要的，我都愿意给你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我身上都是缺点么？""}, {""sex"": ""1"", ""content"": ""不管是缺点优点我都喜欢！""}, {""sex"": ""1"", ""content"": ""你的缺点就是优点太多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没失眠""}, {""sex"": ""1"", ""content"": ""那看来你昨晚睡得很不错哦。""}, {""sex"": ""1"", ""content"": ""你没失眠多好啊，我倒是一晚上都没睡好觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我失眠""}, {""sex"": ""1"", ""content"": ""要是我在你身边肯定不会让你失眠的。""}, {""sex"": ""1"", ""content"": ""以后睡前不要太想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你亲我""}, {""sex"": ""1"", ""content"": ""不用怕，我已经在想怎么亲你了。""}, {""sex"": ""1"", ""content"": ""不要怕的啦，我会偷偷亲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为你对我好啊""}, {""sex"": ""1"", ""content"": ""我本来就是得对你好暧。""}, {""sex"": ""1"", ""content"": ""那你喜欢我对你好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终于到家了""}, {""sex"": ""1"", ""content"": ""那我就放心了，记得晚上做梦要想我哦""}, {""sex"": ""1"", ""content"": ""你是不是迷路了？我没看见你啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识吗？""}, {""sex"": ""1"", ""content"": ""为什么不认识呢。""}, {""sex"": ""1"", ""content"": ""认识啊，我是你梦中人啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但是不认识""}, {""sex"": ""1"", ""content"": ""没事，我们还有很长的时间慢慢认识。""}, {""sex"": ""1"", ""content"": ""现在不认识不代表以后不会认识啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个狗""}, {""sex"": ""1"", ""content"": ""我是一个单身狗，你想领养吗。""}, {""sex"": ""1"", ""content"": ""咋滴对我这只单身狗有意见吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才15大哥""}, {""sex"": ""1"", ""content"": ""我找老婆都是往小的找""}, {""sex"": ""1"", ""content"": ""至少你现在心智是成熟的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起床干嘛""}, {""sex"": ""1"", ""content"": ""不起床你怎么对得起这么好的天气呢！""}, {""sex"": ""1"", ""content"": ""你要是不起床就没办法吃到好吃的东西了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她骂我""}, {""sex"": ""1"", ""content"": ""她在哪？我去帮你怼回去。""}, {""sex"": ""1"", ""content"": ""她一定是嫉妒你长得比她好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她比我漂亮""}, {""sex"": ""1"", ""content"": ""她再漂亮，我也不喜欢，你不漂亮，我都会喜欢。""}, {""sex"": ""1"", ""content"": ""她的漂亮不关我的事，我在乎的是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""楼上装修""}, {""sex"": ""1"", ""content"": ""有没有吵得你都睡不着觉啊。""}, {""sex"": ""1"", ""content"": ""装修的时候是不是有很多噪音？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这会没空""}, {""sex"": ""1"", ""content"": ""那你先忙，等有空了再找我。""}, {""sex"": ""1"", ""content"": ""好的，那我先不打扰你啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不忙啊""}, {""sex"": ""1"", ""content"": ""闲着想你呢。""}, {""sex"": ""1"", ""content"": ""忙啊，忙着和你聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不忙了""}, {""sex"": ""1"", ""content"": ""不忙了，现在有时间好好陪你了。""}, {""sex"": ""1"", ""content"": ""还好吧，不过该聊天的时间还是有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别这么自恋""}, {""sex"": ""1"", ""content"": ""那你有本事让我恋恋。""}, {""sex"": ""1"", ""content"": ""要是不自恋还能是我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝口水""}, {""sex"": ""1"", ""content"": ""春天容易口干舌燥，确实要多喝点水。""}, {""sex"": ""1"", ""content"": ""我也想喝口水，你要不要分我一点？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要喝牛奶""}, {""sex"": ""1"", ""content"": ""喝，喝大瓶的！""}, {""sex"": ""1"", ""content"": ""喝什么牛奶啊，喝可口可乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""考科二""}, {""sex"": ""1"", ""content"": ""考试的时候放轻松哦，不要紧张肯定能过的""}, {""sex"": ""1"", ""content"": ""加油呀，小仙女这么厉害肯定能一次就考过""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先去吃点东西""}, {""sex"": ""1"", ""content"": ""嗯嗯，快去吃吧，可不要饿坏了""}, {""sex"": ""1"", ""content"": ""要吃饱一点哦，想吃什么就吃什么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲个笑话吧！""}, {""sex"": ""1"", ""content"": ""从前有一只小猪，她会让人讲个笑话，后来，她还是只猪""}, {""sex"": ""1"", ""content"": ""我不讲，我是有排面的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩游戏不？""}, {""sex"": ""1"", ""content"": ""说吧，想让我带你玩什么游戏。""}, {""sex"": ""1"", ""content"": ""玩啊，玩游戏怎么可以没有我呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不算吗""}, {""sex"": ""1"", ""content"": ""这怎么能算是呢？""}, {""sex"": ""1"", ""content"": ""算算算，小仙女觉得算那就一定算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有吃啊""}, {""sex"": ""1"", ""content"": ""怎么能没吃，一会饿肚子了怎么办？""}, {""sex"": ""1"", ""content"": ""那我现在带你去吃好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我早都起来了""}, {""sex"": ""1"", ""content"": ""早起身体好啊。""}, {""sex"": ""1"", ""content"": ""是不是想我想的难以入睡所以就起早了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要了解你""}, {""sex"": ""1"", ""content"": ""那我就给你一次机会去了解我。""}, {""sex"": ""1"", ""content"": ""那你一定要好好的了解我呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天嘛？""}, {""sex"": ""1"", ""content"": ""聊啊，只要你想要我就陪你聊天。""}, {""sex"": ""1"", ""content"": ""聊天是多么开心的一件事啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老婆是谁""}, {""sex"": ""1"", ""content"": ""当然是我眼前这个美少女了。""}, {""sex"": ""1"", ""content"": ""老婆，你可以不要问这么傻的问题吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡着没有""}, {""sex"": ""1"", ""content"": ""你都还没睡，我怎么睡得着啊。""}, {""sex"": ""1"", ""content"": ""我要是说睡着了，你信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但睡不着""}, {""sex"": ""1"", ""content"": ""都说睡前想我会失眠的，你又想我了吧。""}, {""sex"": ""1"", ""content"": ""你要是在我怀里睡肯定能睡得很香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蛮好吃的""}, {""sex"": ""1"", ""content"": ""你这样我都开始有点想吃了。""}, {""sex"": ""1"", ""content"": ""吃货！现在就剩下吃吃吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息吧！""}, {""sex"": ""1"", ""content"": ""嗯嗯，晚安，我们梦里见。""}, {""sex"": ""1"", ""content"": ""我会好好休息的，明天才有精力跟仙女聊天呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉来的太快了""}, {""sex"": ""1"", ""content"": ""没办法，爱情就是有如此大的魅力。""}, {""sex"": ""1"", ""content"": ""这种感觉会一直一直持续的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还欺负人家""}, {""sex"": ""1"", ""content"": ""我这辈子就欺负你一个。""}, {""sex"": ""1"", ""content"": ""欺负你就是我余生的人物了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你别害我""}, {""sex"": ""1"", ""content"": ""害你更喜欢我了吗？""}, {""sex"": ""1"", ""content"": ""我就是要 害你，然后让你在我身边带辈子！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有别人了""}, {""sex"": ""1"", ""content"": ""我的心很小的，只装得下一个你，哪里有别人？""}, {""sex"": ""1"", ""content"": ""我没那么多时间去聊天，有你一个还不够吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没有我没有""}, {""sex"": ""1"", ""content"": ""你越是反驳就越是心虚。""}, {""sex"": ""1"", ""content"": ""女生总是口是心非，你说没有其实就是有吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早啊老公""}, {""sex"": ""1"", ""content"": ""多叫几声老公我就起床了""}, {""sex"": ""1"", ""content"": ""不早了，老公还没见到你呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会做啊""}, {""sex"": ""1"", ""content"": ""没事，这不是还有我陪着你吗！""}, {""sex"": ""1"", ""content"": ""慢慢来，大不了我来做！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饱饭""}, {""sex"": ""1"", ""content"": ""民以食为天，所以要好好吃饭呀""}, {""sex"": ""1"", ""content"": ""吃饱饭该起来消化消化啦，不然会长胖胖的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个魔鬼""}, {""sex"": ""1"", ""content"": ""魔鬼是愿意为了你抛弃整个世界的。""}, {""sex"": ""1"", ""content"": ""那你是逃不出我的手掌心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我行不行呢""}, {""sex"": ""1"", ""content"": ""你长得这么好看怎么就不行了？""}, {""sex"": ""1"", ""content"": ""你不去试试怎么知道呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""除了上班就是上班""}, {""sex"": ""1"", ""content"": ""你都把所有的时间贡献给上班上了！""}, {""sex"": ""1"", ""content"": ""真羡慕上班，能让你这么上心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还想知道什么""}, {""sex"": ""1"", ""content"": ""只要是你想告诉我的，我都想要知道。""}, {""sex"": ""1"", ""content"": ""你还有什么没说的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还真不知道""}, {""sex"": ""1"", ""content"": ""那你现在知道了，我喜欢你""}, {""sex"": ""1"", ""content"": ""我来让你知道知道就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不配处对象""}, {""sex"": ""1"", ""content"": ""别瞎说，你只是不知道怎么处对象而已""}, {""sex"": ""1"", ""content"": ""你配，你跟我处对象刚刚好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡到12点""}, {""sex"": ""1"", ""content"": ""你这一天天就被你这么睡过去了哦。""}, {""sex"": ""1"", ""content"": ""幸好你是睡到中午十二点，还能看到今天的太阳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想揍我吧""}, {""sex"": ""1"", ""content"": ""还好最后我给忍住了！""}, {""sex"": ""1"", ""content"": ""我揍你干嘛，你这么可爱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是心情不好而已""}, {""sex"": ""1"", ""content"": ""心情不好这么重要的事怎么能说是而已呢？你心情不好我也会替你不开心的。""}, {""sex"": ""1"", ""content"": ""所以你需要我这个开心果来逗你笑呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说得我都不好意思""}, {""sex"": ""1"", ""content"": ""我只是在述说一个事实而已。""}, {""sex"": ""1"", ""content"": ""可还是没能把你说动心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜美""}, {""sex"": ""1"", ""content"": ""完蛋了，你甜美的样子在我脑海里挥之不去。""}, {""sex"": ""1"", ""content"": ""我能尝尝你的甜美吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你带我飞""}, {""sex"": ""1"", ""content"": ""带你到我心里飞一圈。""}, {""sex"": ""1"", ""content"": ""我想老了以后依然能够带着你去满世界飞。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你头像是本人吗""}, {""sex"": ""1"", ""content"": ""是啊，是不是帅得让你觉得不真实？""}, {""sex"": ""1"", ""content"": ""我本人比头像更好看一些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子痛死了""}, {""sex"": ""1"", ""content"": ""没有我在你身边，你就没办法好好照顾自己。""}, {""sex"": ""1"", ""content"": ""如果可以，真希望由我来承担你的疼痛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天热不想出去""}, {""sex"": ""1"", ""content"": ""外面确实很热，这种天气很容易中暑。""}, {""sex"": ""1"", ""content"": ""那就乖乖待在家里好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""八块腹肌""}, {""sex"": ""1"", ""content"": ""要不要让你摸一下，感受感受八块腹肌的力量？""}, {""sex"": ""1"", ""content"": ""为了练这八块腹肌我还吃了不少苦呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要你的全部""}, {""sex"": ""1"", ""content"": ""好~你想要的我都满足你。""}, {""sex"": ""1"", ""content"": ""我的全部都是你的，我也希望你能把你的全部都给我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一天三顿饭""}, {""sex"": ""1"", ""content"": ""一天三顿饭不就是最正常的饮食了吗？""}, {""sex"": ""1"", ""content"": ""你确定晚上不需要吃第四顿？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭了没有啊？""}, {""sex"": ""1"", ""content"": ""还没，你要和我一起去吃饭吗？""}, {""sex"": ""1"", ""content"": ""我现在可以和你一起吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真不好看""}, {""sex"": ""1"", ""content"": ""你让我仔细看看不就知道了。""}, {""sex"": ""1"", ""content"": ""你在怀疑我的审美吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上问候女生""}, {""sex"": ""1"", ""content"": ""今晚的夜色好美，让我想到了跟它一样美的你""}, {""sex"": ""1"", ""content"": ""我觉得我还是有必要来提醒你晚上要梦到我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚饭问候""}, {""sex"": ""1"", ""content"": ""我点了小龙虾、奶茶、火锅、烧鸡……就想问你吃饭了没""}, {""sex"": ""1"", ""content"": ""晚饭吃了没？需要一个人陪吃吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早晨怎么问候""}, {""sex"": ""1"", ""content"": ""早上好小仙女，我带着春天的气息来问候你了。""}, {""sex"": ""1"", ""content"": ""早安，我昨晚睡得很好，你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早问候语""}, {""sex"": ""1"", ""content"": ""早安，今天的太阳跟小仙女一样美丽呢""}, {""sex"": ""1"", ""content"": ""早上好，一晚上没看到小仙女好想你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去干嘛？""}, {""sex"": ""1"", ""content"": ""天气这么好，当然是约会了。""}, {""sex"": ""1"", ""content"": ""你想干嘛都行，我都听你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会死的""}, {""sex"": ""1"", ""content"": ""呸呸呸，不会的，不许你说这种不吉利的话""}, {""sex"": ""1"", ""content"": ""相信我，你会活得好好的，长命百岁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会答应的""}, {""sex"": ""1"", ""content"": ""以后总会有答应我的！""}, {""sex"": ""1"", ""content"": ""以后要是答应了咋办呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你有事吗""}, {""sex"": ""1"", ""content"": ""有事，你可以打开你的心门让我进去吗""}, {""sex"": ""1"", ""content"": ""小妹妹，有没有兴趣去喝一杯""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在在吃早餐""}, {""sex"": ""1"", ""content"": ""有机会可以一起吃早餐哦。""}, {""sex"": ""1"", ""content"": ""我还没吃呢，说得我肚子开始叫了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么早睡的吗？""}, {""sex"": ""1"", ""content"": ""早点休息，早点去梦里等你。""}, {""sex"": ""1"", ""content"": ""这不是想你想的都困了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋起来这么早""}, {""sex"": ""1"", ""content"": ""好看的人都起得比较早。""}, {""sex"": ""1"", ""content"": ""早起叫你起床呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天怎么醒这么早""}, {""sex"": ""1"", ""content"": ""这不是被你的想念吵醒了吗？""}, {""sex"": ""1"", ""content"": ""月老说早点醒来会有好远的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""世界观""}, {""sex"": ""1"", ""content"": ""我们的世界观难道不是一样的吗？""}, {""sex"": ""1"", ""content"": ""拥有正确的世界观才会拥有健康的人生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你见过我？？""}, {""sex"": ""1"", ""content"": ""在梦里见过好几次了。""}, {""sex"": ""1"", ""content"": ""没见过，但是我想见见你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你见过我了？""}, {""sex"": ""1"", ""content"": ""对呀，早就见过你了。""}, {""sex"": ""1"", ""content"": ""在梦里已经见过你无数次了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没见过你啊""}, {""sex"": ""1"", ""content"": ""我们在梦里见过啊""}, {""sex"": ""1"", ""content"": ""见一面不就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸福吧""}, {""sex"": ""1"", ""content"": ""往后余生，你我相伴就是幸福。""}, {""sex"": ""1"", ""content"": ""多亏有我纵容宠爱着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹一把手""}, {""sex"": ""1"", ""content"": ""也就在撩你的时候才能这么厉害。""}, {""sex"": ""1"", ""content"": ""可是也没能把你给撩动不是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈不管我""}, {""sex"": ""1"", ""content"": ""看来妈妈对你很宠溺啊""}, {""sex"": ""1"", ""content"": ""既然妈妈不管你，那就只能我来管你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈不理我""}, {""sex"": ""1"", ""content"": ""妈妈怎么忍心冷落她的小棉袄呢？""}, {""sex"": ""1"", ""content"": ""妈妈肯定是在忙，一会就会回复你啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以追你吗""}, {""sex"": ""1"", ""content"": ""别追我，我兜里没有急支糖浆。""}, {""sex"": ""1"", ""content"": ""你只管追，我只管跑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""四川妹子""}, {""sex"": ""1"", ""content"": ""原来是四川的辣妹子呀。""}, {""sex"": ""1"", ""content"": ""四川的妹子都长得很水灵哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么会有这样的感觉呢""}, {""sex"": ""1"", ""content"": ""因为男人的直觉，就跟女人的第六感是一个道理。""}, {""sex"": ""1"", ""content"": ""因为心中有爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不知道说什么呀""}, {""sex"": ""1"", ""content"": ""那就说点甜言蜜语吧""}, {""sex"": ""1"", ""content"": ""不知道怎么说，那你就打几个省略号""}], ""lock"": 1}"
