"{""chat"": [{""sex"": ""1"", ""content"": ""你们知道我为什么要过来和你们喝杯酒吗？""}, {""sex"": ""1"", ""content"": ""我在打赌！""}, {""sex"": ""2"", ""content"": ""打什么赌？""}, {""sex"": ""1"", ""content"": ""我刚才跟自己打赌，你们这里中如果有一个和我有心灵感应的，我就赢，如果没有我就输了。?""}, {""sex"": ""1"", ""content"": ""只要你们一分钟时间就可以了！过来喝一杯吧。”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""觉得哪里的夜店比较好玩？""}, {""sex"": ""2"", ""content"": ""(女生列举很多夜店)""}, {""sex"": ""1"", ""content"": ""看样子你是个夜店咖，都快要成工作人员了。""}, {""sex"": ""1"", ""content"": ""我喜欢旅行，我去北京和我朋友过生日的时候在MIX，我觉得MIX是全国最棒的夜店。""}, {""sex"": ""2"", ""content"": ""(女生反应)""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好帅哦""}, {""sex"": ""1"", ""content"": ""你可不要爱上我了哦。""}, {""sex"": ""1"", ""content"": ""小可爱的嘴巴这么甜的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们还不熟吧""}, {""sex"": ""1"", ""content"": ""没事，加吧火候咱们就熟了。""}, {""sex"": ""1"", ""content"": ""就是因为不熟所以才要尽快熟悉起来呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡得好难受""}, {""sex"": ""1"", ""content"": ""没睡在我怀里肯定难受了。""}, {""sex"": ""1"", ""content"": ""是不是被窝不舒服，我的被窝比较舒服，你到我这来睡肯定能睡得好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我吃的胖""}, {""sex"": ""1"", ""content"": ""吃的那么可爱，怎么是胖呢。""}, {""sex"": ""1"", ""content"": ""这不是胖，这叫做丰满。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要胖""}, {""sex"": ""1"", ""content"": ""没事，我一点都不会担心你变胖的。""}, {""sex"": ""1"", ""content"": ""你只是胖着玩，而我是胖的认真。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉有点白白胖胖的""}, {""sex"": ""1"", ""content"": ""你在说你自己吗。""}, {""sex"": ""1"", ""content"": ""你本来就白白胖胖的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢我什么感觉""}, {""sex"": ""1"", ""content"": ""不知道，但是我很喜欢这种感觉。""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道啊。""}, {""sex"": ""1"", ""content"": ""小笨笨，你居然啥也不知道呀。""}, {""sex"": ""1"", ""content"": ""我表现的这么明白你居然还不知道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""摊牌了""}, {""sex"": ""1"", ""content"": ""你终于想清楚要跟我表白了吗？""}, {""sex"": ""1"", ""content"": ""一早就该摊牌了，你非要等到现在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在遛狗""}, {""sex"": ""1"", ""content"": ""我这有条单身狗，你遛吗。""}, {""sex"": ""1"", ""content"": ""遛狗都不带我的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你成功的恶心到我了""}, {""sex"": ""1"", ""content"": ""能恶心到你是我的荣幸""}, {""sex"": ""1"", ""content"": ""我不是恶心的人，我恶心起来不是人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不忙呀""}, {""sex"": ""1"", ""content"": ""对呀，所以可以陪你了。""}, {""sex"": ""1"", ""content"": ""不忙好呀，我可不想让我的小仙女累着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""结果还单身""}, {""sex"": ""1"", ""content"": ""单身使我们快乐！""}, {""sex"": ""1"", ""content"": ""有了我，你就不再是单身了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为你不开心""}, {""sex"": ""1"", ""content"": ""我让你觉得不开心了吗？是我不好，影响到你了。""}, {""sex"": ""1"", ""content"": ""我没事的，你安慰安慰我我就开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感恩节诶""}, {""sex"": ""1"", ""content"": ""感谢命运让我遇见你了。""}, {""sex"": ""1"", ""content"": ""怎么，想来感谢我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小孩子才做选择题""}, {""sex"": ""1"", ""content"": ""大人就四个字，我全都要！""}, {""sex"": ""1"", ""content"": ""做个小孩子不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好傻哦""}, {""sex"": ""1"", ""content"": ""再傻也都是对你一个人傻！""}, {""sex"": ""1"", ""content"": ""傻傻的你难道不喜欢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""清晨打招呼""}, {""sex"": ""1"", ""content"": ""早晨起床，第一件事，大喊一声，仙女早上好！""}, {""sex"": ""1"", ""content"": ""我带着清晨的第一声问候来找你啦，早上好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要去吃饭饭了""}, {""sex"": ""1"", ""content"": ""你可以带着我一起去吃饭嘛？""}, {""sex"": ""1"", ""content"": ""吃啥好吃的，都不带上我一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃醋了吧""}, {""sex"": ""1"", ""content"": ""难道现在我吃醋都不行了吗？""}, {""sex"": ""1"", ""content"": ""对啊，就专门吃的你醋了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望理解""}, {""sex"": ""1"", ""content"": ""我会理解的，两个人交往就是要互相理解，不是吗？""}, {""sex"": ""1"", ""content"": ""就算你不说，我也会理解的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你别过来了""}, {""sex"": ""1"", ""content"": ""可是我已经来了，还能怎么办？""}, {""sex"": ""1"", ""content"": ""不，我一定要去，不然你会失望的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你放心嘛，人心都是会变的""}, {""sex"": ""1"", ""content"": ""要是不放心你，我还能放心谁呢。""}, {""sex"": ""1"", ""content"": ""要得一人心，唯有用心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃很多了""}, {""sex"": ""1"", ""content"": ""多吃点好呀，吃饱饱身体好""}, {""sex"": ""1"", ""content"": ""你要是吃少了我还会担心你饿肚子呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好就行了""}, {""sex"": ""1"", ""content"": ""可我更想要你好。""}, {""sex"": ""1"", ""content"": ""原来我好对你来说这么重要吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们离的太远了""}, {""sex"": ""1"", ""content"": ""心在一起，再远都不是问题。""}, {""sex"": ""1"", ""content"": ""距离产生美知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瘦点不好吗""}, {""sex"": ""1"", ""content"": ""我妈妈喜欢胖媳妇儿。""}, {""sex"": ""1"", ""content"": ""你这么可爱，胖点会更可爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我那么菜""}, {""sex"": ""1"", ""content"": ""我又不怕你菜。""}, {""sex"": ""1"", ""content"": ""没事，我手把手教你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用对不起，我可比你想象的还要懂事吆""}, {""sex"": ""1"", ""content"": ""这么懂事的你，我怎么舍得放过呢。""}, {""sex"": ""1"", ""content"": ""我咋知道我喜欢懂事的女生呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""欢迎新人""}, {""sex"": ""1"", ""content"": ""你和我都是新人吗""}, {""sex"": ""1"", ""content"": ""我们认识了就不是新人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在干嘛呢？""}, {""sex"": ""1"", ""content"": ""我在发呆，你不跟我聊天我很无聊。""}, {""sex"": ""1"", ""content"": ""现在在给小仙女回消息呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早啊，又要去上班了""}, {""sex"": ""1"", ""content"": ""努力赚钱为了我们的明天。""}, {""sex"": ""1"", ""content"": ""上班还不是为了我们吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你几几年的呀""}, {""sex"": ""1"", ""content"": ""怎么？害怕自己因为年级太小出事啊""}, {""sex"": ""1"", ""content"": ""我几几年的你心里没数吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了吗宝贝""}, {""sex"": ""1"", ""content"": ""还没吃呢，你要带我一起吃吗？""}, {""sex"": ""1"", ""content"": ""吃饭这么好的事情带上我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃午饭了吗""}, {""sex"": ""1"", ""content"": ""老早就等你这句话了。""}, {""sex"": ""1"", ""content"": ""午饭不和你一起吃都不算吃了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很成功哦""}, {""sex"": ""1"", ""content"": ""成功的背后都要付出很多。""}, {""sex"": ""1"", ""content"": ""能被我喜欢上，你更加成功。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我放弃你了""}, {""sex"": ""1"", ""content"": ""不可以，不可以轻易说放弃。""}, {""sex"": ""1"", ""content"": ""你放弃了我，让我怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想怎样嘛？""}, {""sex"": ""1"", ""content"": ""我想要你亲我一下。""}, {""sex"": ""1"", ""content"": ""我是想怎样就可以怎样吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""订外卖""}, {""sex"": ""1"", ""content"": ""我也点外卖了，有点鸡翅，有点汉堡，有点想你。""}, {""sex"": ""1"", ""content"": ""外卖多不健康，以后我给你做饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得还行""}, {""sex"": ""1"", ""content"": ""这算是小仙女对我的认可吗？""}, {""sex"": ""1"", ""content"": ""行不行得看过照片才知道呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看着""}, {""sex"": ""1"", ""content"": ""那你别眨眼哦，我给你变个魔术。""}, {""sex"": ""1"", ""content"": ""那你看着我，看着这么喜欢你的我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么夸张啊""}, {""sex"": ""1"", ""content"": ""不夸张不夸张，我说的都是实打实的。""}, {""sex"": ""1"", ""content"": ""夸张一点你才会放在心上呐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑一下算了""}, {""sex"": ""1"", ""content"": ""笑一下就够了吗，不需要很多下？""}, {""sex"": ""1"", ""content"": ""原来笑容也可以这么强啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我问你是谁""}, {""sex"": ""1"", ""content"": ""等下 我问下我妈""}, {""sex"": ""1"", ""content"": ""我呀，我可能是你最想了解的陌生人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""诚实一点""}, {""sex"": ""1"", ""content"": ""我这么老实还不够诚实嘛？""}, {""sex"": ""1"", ""content"": ""我相信我应该是最诚实的那个了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看你有没有福气了""}, {""sex"": ""1"", ""content"": ""多吃旺旺就有福气了！""}, {""sex"": ""1"", ""content"": ""福福福福，我肯定有福气啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好意思 昨晚睡着了""}, {""sex"": ""1"", ""content"": ""一定是昨天累坏了吧，睡了一觉有没有精神很多呢。""}, {""sex"": ""1"", ""content"": ""没事儿，有没有好好盖被子啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""贵州啊""}, {""sex"": ""1"", ""content"": ""贵州的女孩好像都很温柔，对吗？""}, {""sex"": ""1"", ""content"": ""贵州有好多好玩的地方啊，一直想去旅游呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打扰了我自己走""}, {""sex"": ""1"", ""content"": ""走去哪？来了就不许走。""}, {""sex"": ""1"", ""content"": ""你被我关在心里了还想走去哪里？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干哈呢""}, {""sex"": ""1"", ""content"": ""还能干哈，想你咯。""}, {""sex"": ""1"", ""content"": ""在等一个美女翻我的牌子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漫漫长夜""}, {""sex"": ""1"", ""content"": ""长夜漫漫，寂寞难耐？""}, {""sex"": ""1"", ""content"": ""是个想我的好夜晚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有这么好笑""}, {""sex"": ""1"", ""content"": ""不知道，就是看到你嘴角就开始上扬。""}, {""sex"": ""1"", ""content"": ""笑点低的人，比较容易幸福知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""满天都是小星星""}, {""sex"": ""1"", ""content"": ""你比所有星星都耀眼。""}, {""sex"": ""1"", ""content"": ""有空吗？一起出来看星星。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我比较恋家""}, {""sex"": ""1"", ""content"": ""恋家的女孩子都是比较感性的吧。""}, {""sex"": ""1"", ""content"": ""以后我也会给你家一般温暖的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先睡觉咯""}, {""sex"": ""1"", ""content"": ""晚安呐，记得梦见我""}, {""sex"": ""1"", ""content"": ""你睡吧，我今晚会守护你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拯救银河系""}, {""sex"": ""1"", ""content"": ""可能上辈子拯救过银河系才能让我遇见你。""}, {""sex"": ""1"", ""content"": ""看来我以后得多做一些善事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我不够好""}, {""sex"": ""1"", ""content"": ""我一颗心都扑在你身上了还不够好吗？""}, {""sex"": ""1"", ""content"": ""看来我要对你更好才行，这样你就没话说了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为你对我不好""}, {""sex"": ""1"", ""content"": ""我哪里对你不好了，不可以昧着良心说话知道吗？""}, {""sex"": ""1"", ""content"": ""我只是不知道该怎么表达对你的好，我哪里做得不好你可以告诉我的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别打扰""}, {""sex"": ""1"", ""content"": ""反正你已经打扰了，就不要在害怕再打扰一点了。""}, {""sex"": ""1"", ""content"": ""但是我就是喜欢被你打扰呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚哭了""}, {""sex"": ""1"", ""content"": ""怎么了宝贝，怎么哭了呢，是谁欺负你了！""}, {""sex"": ""1"", ""content"": ""小哭包，有没有把漂亮的眼睛给哭肿了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""两个幼稚鬼""}, {""sex"": ""1"", ""content"": ""幼稚都是留给自己觉得重要的人。""}, {""sex"": ""1"", ""content"": ""幼稚不妨碍我喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直都漂亮""}, {""sex"": ""1"", ""content"": ""我就是喜欢你这么漂亮。""}, {""sex"": ""1"", ""content"": ""你说你这么漂亮是不是有点过分了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她是不是长得比我漂亮""}, {""sex"": ""1"", ""content"": ""你照照镜子，是镜子里的自己漂亮还是现实中的自己漂亮？""}, {""sex"": ""1"", ""content"": ""她跟你一样漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别吓我了""}, {""sex"": ""1"", ""content"": ""不吓你不吓你，我会好好保护你的。""}, {""sex"": ""1"", ""content"": ""胆子这么小，没我在可怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懒的动""}, {""sex"": ""1"", ""content"": ""你这么懒真的好吗。""}, {""sex"": ""1"", ""content"": ""懒虫你这下被坐实了名头。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我受打击了""}, {""sex"": ""1"", ""content"": ""受什么打击了？快到我的怀里来抚平一下受伤的心灵。""}, {""sex"": ""1"", ""content"": ""是谁打击你了？竟然敢打击小仙女，太过分了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""面都没见过""}, {""sex"": ""1"", ""content"": ""心动有时候就这么莫名其妙""}, {""sex"": ""1"", ""content"": ""梦里就见过好几回了好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""颜色""}, {""sex"": ""1"", ""content"": ""你应该是白色的，就像洁白无瑕的羽毛一样，纯洁又柔软""}, {""sex"": ""1"", ""content"": ""小仙女喜欢什么颜色呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么颜色""}, {""sex"": ""1"", ""content"": ""是一种能让你喜欢的颜色。""}, {""sex"": ""1"", ""content"": ""是大海和天空的颜色。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们真能在一起吗""}, {""sex"": ""1"", ""content"": ""只要你想，就没有什么不可能。""}, {""sex"": ""1"", ""content"": ""不试试怎么会知道呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快要到家了""}, {""sex"": ""1"", ""content"": ""到家后记得帮我问候岳父岳母。""}, {""sex"": ""1"", ""content"": ""以后千万不要自己一个人回家了，我送你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我怎么说呀""}, {""sex"": ""1"", ""content"": ""摸着自己的良心对着我说。""}, {""sex"": ""1"", ""content"": ""别说了，静静的看着我就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊的一批""}, {""sex"": ""1"", ""content"": ""无聊的时候想想我，就不会那么无聊了。""}, {""sex"": ""1"", ""content"": ""无聊找我，保证有趣！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没兴趣爱好""}, {""sex"": ""1"", ""content"": ""我之前很多爱好，看到你只剩下爱你了。""}, {""sex"": ""1"", ""content"": ""那你爱我好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""化妆太难了""}, {""sex"": ""1"", ""content"": ""小仙女天生丽质，哪里还需要化妆？""}, {""sex"": ""1"", ""content"": ""既然这么难就不学了，反正不化妆你也是最好看的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都没有""}, {""sex"": ""1"", ""content"": ""没有酒没有吧，其实也不重要。""}, {""sex"": ""1"", ""content"": ""那给你一个要不要？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吃饭哦""}, {""sex"": ""1"", ""content"": ""吃什么好吃的，带带我呗。""}, {""sex"": ""1"", ""content"": ""吃多点，肉肉的你很可爱呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""越说越来劲了""}, {""sex"": ""1"", ""content"": ""这不是越说越上头嘛""}, {""sex"": ""1"", ""content"": ""没办法浑身是劲无处释放啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这也太随便了吧""}, {""sex"": ""1"", ""content"": ""不是我太随便，是一见钟情""}, {""sex"": ""1"", ""content"": ""我不是随便的人，但随便起来不是人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋不吃饭""}, {""sex"": ""1"", ""content"": ""身边没你在，没什么胃口。""}, {""sex"": ""1"", ""content"": ""比起吃饭，我更想吃你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找你有什么好玩的""}, {""sex"": ""1"", ""content"": ""这个得等你来了才能告诉你。""}, {""sex"": ""1"", ""content"": ""自然是带你去一些好玩的地方啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我老公最好啊""}, {""sex"": ""1"", ""content"": ""你这么夸我，我有点脸红了。""}, {""sex"": ""1"", ""content"": ""我老婆也挺好的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也不老啊""}, {""sex"": ""1"", ""content"": ""可是在零零后的小朋友眼里我已经是叔叔了""}, {""sex"": ""1"", ""content"": ""年纪一年比一年大，不服老不行啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么口味""}, {""sex"": ""1"", ""content"": ""我喜欢仙女口味的""}, {""sex"": ""1"", ""content"": ""我喜欢的口味都会有吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞌睡很""}, {""sex"": ""1"", ""content"": ""昨晚一定是想我想得失眠了吧。""}, {""sex"": ""1"", ""content"": ""真是个可爱的瞌睡虫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人也丑""}, {""sex"": ""1"", ""content"": ""我又不是只在乎外貌的肤浅之人。""}, {""sex"": ""1"", ""content"": ""丑也不影响我继续喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是哪里人啊""}, {""sex"": ""1"", ""content"": ""反正你以后也是我那里的人""}, {""sex"": ""1"", ""content"": ""你想知道的话，跟我去看看吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想让你在我身边""}, {""sex"": ""1"", ""content"": ""想你就要有行动啊。""}, {""sex"": ""1"", ""content"": ""我不就在你身边吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缘分不到""}, {""sex"": ""1"", ""content"": ""缘分这件事谁又能说得准呢。""}, {""sex"": ""1"", ""content"": ""缘分这种事情还是得看天意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸我的吗""}, {""sex"": ""1"", ""content"": ""不夸你还能夸谁？""}, {""sex"": ""1"", ""content"": ""没有夸你啊，我只是在说一个事实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉挺好玩""}, {""sex"": ""1"", ""content"": ""跟我在一起，还能有更多好玩的事。""}, {""sex"": ""1"", ""content"": ""你还真是个贪玩的女孩子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梦没醒""}, {""sex"": ""1"", ""content"": ""这场梦看来是不会醒来了。""}, {""sex"": ""1"", ""content"": ""梦里有你，我都不想醒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就看你的本事了""}, {""sex"": ""1"", ""content"": ""我的实力可是不容小觑的哦。""}, {""sex"": ""1"", ""content"": ""我对自己非常有信心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""听说你是渣男.""}, {""sex"": ""1"", ""content"": ""你见过渣男是长我这样的吗。""}, {""sex"": ""1"", ""content"": ""我要是渣男，你就不会这么轻易离开我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得还可以吧""}, {""sex"": ""1"", ""content"": ""我相信小仙女的眼光。""}, {""sex"": ""1"", ""content"": ""可以就行，我还担心你觉得不行呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不合适""}, {""sex"": ""1"", ""content"": ""鞋子要试过了才知道合不合脚，我们也要试过才知道合不合适。""}, {""sex"": ""1"", ""content"": ""过早的妄下定论，很有可能让你错失一段良缘哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就死心吧""}, {""sex"": ""1"", ""content"": ""活到现在就没有知道什么就做死心。""}, {""sex"": ""1"", ""content"": ""心给你了，肯定是没办法死心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上都起来有点冷""}, {""sex"": ""1"", ""content"": ""所以嘱咐你要穿好衣服。""}, {""sex"": ""1"", ""content"": ""秋意渐浓，起身需穿衣。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱不知道""}, {""sex"": ""1"", ""content"": ""不知道也不敢问啊。""}, {""sex"": ""1"", ""content"": ""你要是想知道，我就去偷偷打听一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不你试试""}, {""sex"": ""1"", ""content"": ""我只想跟你试试恋爱的感觉。""}, {""sex"": ""1"", ""content"": ""要我冒着这么大的风险试试，我有奖励吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃东西去了""}, {""sex"": ""1"", ""content"": ""吃什么都不分我一点""}, {""sex"": ""1"", ""content"": ""在吃货眼里就没有停下来这么一说""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又瞌睡了""}, {""sex"": ""1"", ""content"": ""你这个小睡神，你啥时候不瞌睡啊。""}, {""sex"": ""1"", ""content"": ""你不知道你睡觉的时候很可爱吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还没起床呀""}, {""sex"": ""1"", ""content"": ""怪不得我到现在也没能起来，原来你还在床上""}, {""sex"": ""1"", ""content"": ""都怪我，让你在我心上跑一天把你给累的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我快无聊死了""}, {""sex"": ""1"", ""content"": ""我才不会给你机会无聊死！""}, {""sex"": ""1"", ""content"": ""我陪你啊。你想干嘛啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还想单身""}, {""sex"": ""1"", ""content"": ""但是你现在没办法单身了。""}, {""sex"": ""1"", ""content"": ""对不起，都怪我的魅力。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生真难""}, {""sex"": ""1"", ""content"": ""感觉做人都好难啊""}, {""sex"": ""1"", ""content"": ""下辈子跟你互换性别，让我来承受所有女生的难处""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""六点就起来了""}, {""sex"": ""1"", ""content"": ""现在仙女都起得比鸡早了吗？""}, {""sex"": ""1"", ""content"": ""这也太早了吧，六点天都还没亮呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起床啦？""}, {""sex"": ""1"", ""content"": ""嗯嗯，一大早就醒了呢。""}, {""sex"": ""1"", ""content"": ""还没呢，要你亲亲才起得来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""超级乖""}, {""sex"": ""1"", ""content"": ""乖乖的小仙女实在是太让人喜欢了。""}, {""sex"": ""1"", ""content"": ""我会乖乖做你的小宝贝的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咦惹~""}, {""sex"": ""1"", ""content"": ""干嘛发出这么嫌弃的声音啦？""}, {""sex"": ""1"", ""content"": ""咦呀，小可爱又调皮了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""后悔药""}, {""sex"": ""1"", ""content"": ""世界上没有后悔药，做出的选择就不应该后悔。""}, {""sex"": ""1"", ""content"": ""我也挺后悔的，后悔没有早点遇见你。""}], ""lock"": 1}"
